Name,Team,PA,1B,2B,3B,HR,BB,SO,FB%,GB%,NameASCII,PlayerId,MLBAMID
"Isiah Kiner-Falefa","NYY",531,102,20,0,4,35,72,0.242718446,0.548543689,"Isiah Kiner-Falefa",16512,643396
"Raimel Tapia","TOR",433,79,20,3,7,16,81,0.256797583,0.546827794,"Raimel Tapia",14350,606132
"Austin Romine","- - -",136,14,3,0,3,4,46,0.313253012,0.542168674,"Austin Romine",5491,519222
"Nicky Lopez","KCR",480,83,12,4,0,29,63,0.246612466,0.54200542,"Nicky Lopez",19339,670032
"Jake Meyers","HOU",160,25,6,2,1,7,54,0.252631578,0.536842105,"Jake Meyers",20308,676694
"Tucker Barnhart","DET",308,51,10,0,1,25,74,0.303921568,0.534313725,"Tucker Barnhart",10200,571466
"DJ LeMahieu","NYY",541,92,18,0,12,67,71,0.282828282,0.532828282,"DJ LeMahieu",9874,518934
"William Contreras","ATL",376,58,14,1,20,39,104,0.318965517,0.530172413,"William Contreras",20503,661388
"Jon Berti","MIA",404,62,17,3,4,42,89,0.303703703,0.529629629,"Jon Berti",12037,542932
"Miguel Cabrera","DET",433,86,10,0,5,28,101,0.249169435,0.528239202,"Miguel Cabrera",1744,408234
"Brendan Donovan","STL",468,83,21,1,5,60,70,0.236024844,0.52795031,"Brendan Donovan",24679,680977
"Robinson Canó","- - -",104,13,1,0,1,4,25,0.283783783,0.527027027,"Robinson Cano",3269,429664
"Greg Allen","PIT",134,16,4,0,2,10,42,0.337837837,0.527027027,"Greg Allen",16623,656185
"Harold Ramírez","TBR",435,91,24,0,6,19,72,0.280597014,0.525373134,"Harold Ramirez",14387,623912
"Amed Rosario","CLE",670,134,26,9,11,25,111,0.273584905,0.524528301,"Amed Rosario",15518,642708
"Austin Slater","SFG",325,49,15,2,7,40,89,0.259459459,0.524324324,"Austin Slater",16153,596103
"Kevin Kiermaier","TBR",221,32,8,0,7,14,61,0.275862068,0.524137931,"Kevin Kiermaier",11038,595281
"Nelson Cruz","WSN",507,79,16,0,10,49,119,0.28313253,0.524096385,"Nelson Cruz",2434,443558
"Max Stassi","LAA",375,38,12,1,9,38,112,0.378378378,0.522522522,"Max Stassi",10059,545358
"Jose Iglesias","COL",467,95,30,0,3,17,56,0.257142857,0.522077922,"Jose Iglesias",10231,578428
"Brendan Rodgers","COL",581,94,30,3,13,46,101,0.266821345,0.522041763,"Brendan Rodgers",17907,663898
"Vladimir Guerrero Jr.","TOR",706,108,35,0,32,58,116,0.30608365,0.520912547,"Vladimir Guerrero Jr.",19611,665489
"Bligh Madris","PIT",123,12,7,0,1,10,31,0.320987654,0.518518518,"Bligh Madris",20054,676632
"Nick Allen","OAK",326,45,13,0,4,19,64,0.316017316,0.515151515,"Nick Allen",22277,669397
"Willson Contreras","CHC",487,54,23,2,22,45,103,0.33015873,0.514285714,"Willson Contreras",11609,575929
"Luis García Jr.","WSN",377,67,23,2,7,11,84,0.265232974,0.512544802,"Luis Garcia Jr.",20391,671277
"Yadiel Hernandez","WSN",327,57,16,0,9,19,74,0.274678111,0.510729613,"Yadiel Hernandez",19334,628450
"Randal Grichuk","COL",538,88,21,3,19,24,127,0.362204724,0.509186351,"Randal Grichuk",10243,545341
"Matt Reynolds","- - -",272,46,10,1,3,26,78,0.269461077,0.508982035,"Matt Reynolds",13788,608703
"Oscar Gonzalez","CLE",382,69,27,0,11,15,75,0.283737024,0.508650519,"Oscar Gonzalez",20970,660757
"CJ Abrams","- - -",302,54,12,2,2,5,50,0.314655172,0.508620689,"CJ Abrams",25768,682928
"Jarren Duran","BOS",223,25,14,3,3,14,63,0.338235294,0.507352941,"Jarren Duran",24617,680776
"Ehire Adrianza","- - -",110,14,3,0,0,11,25,0.295774647,0.507042253,"Ehire Adrianza",8418,501303
"Randy Arozarena","TBR",645,90,41,3,20,46,156,0.328703703,0.506944444,"Randy Arozarena",19290,668227
"Ezequiel Duran","TEX",220,33,10,1,5,12,54,0.331168831,0.506493506,"Ezequiel Duran",23733,677649
"Jackie Bradley Jr.","- - -",370,42,23,1,4,24,77,0.324528301,0.505660377,"Jackie Bradley Jr.",12984,598265
"Brandon Nimmo","NYM",673,106,30,7,16,71,116,0.3174946,0.505399568,"Brandon Nimmo",12927,607043
"Thairo Estrada","SFG",541,89,22,2,14,33,89,0.295454545,0.505050505,"Thairo Estrada",16426,642731
"Victor Caratini","MIL",314,33,12,0,9,31,67,0.310679611,0.504854368,"Victor Caratini",14968,605170
"Eloy Jiménez","CHW",327,58,12,0,16,28,72,0.330357142,0.504464285,"Eloy Jimenez",17484,650391
"Josh Bell","- - -",647,98,29,3,17,81,102,0.309210526,0.504385964,"Josh Bell",13145,605137
"Brian Anderson","MIA",383,50,16,1,8,37,101,0.310924369,0.50420168,"Brian Anderson",18289,605119
"Albert Almora Jr.","CIN",235,32,10,1,5,17,46,0.272189349,0.502958579,"Albert Almora Jr.",14109,546991
"Leury García","CHW",315,52,8,0,3,7,65,0.293617021,0.502127659,"Leury Garcia",5913,544725
"Tomás Nido","NYM",313,50,15,0,3,14,76,0.291262135,0.5,"Tomas Nido",13755,621512
"Colin Moran","CIN",128,15,3,0,5,16,30,0.304878048,0.5,"Colin Moran",16909,592567
"Christopher Morel","CHC",425,50,19,4,16,38,137,0.325,0.5,"Christopher Morel",21897,666624
"Alejandro Kirk","TOR",541,101,19,0,14,63,58,0.307692307,0.5,"Alejandro Kirk",22581,672386
"Javier Báez","DET",590,84,27,4,17,26,147,0.335766423,0.498783454,"Javier Baez",12979,595879
"Yandy Díaz","TBR",558,98,33,0,9,78,60,0.31642512,0.497584541,"Yandy Diaz",16578,650490
"Tommy Edman","STL",630,105,31,4,13,46,111,0.309677419,0.494623655,"Tommy Edman",19470,669242
"Chad Pinder","OAK",379,55,18,0,12,14,118,0.306122448,0.493877551,"Chad Pinder",15191,640461
"Ke'Bryan Hayes","PIT",560,89,24,3,7,48,122,0.288311688,0.493506493,"Ke'Bryan Hayes",18577,663647
"José Azocar","SDP",216,40,9,3,0,12,44,0.292207792,0.493506493,"Jose Azocar",18821,640492
"Jake McCarthy","ARI",354,64,16,3,8,23,76,0.285714285,0.491596638,"Jake McCarthy",21622,664983
"Bradley Zimmer","- - -",117,6,5,0,2,5,45,0.418181818,0.49090909,"Bradley Zimmer",16221,605548
"Alfonso Rivas III","CHC",287,49,5,2,3,29,87,0.245398773,0.490797546,"Alfonso Rivas III",21560,663845
"Starling Marte","NYM",505,91,24,5,16,26,97,0.288828337,0.490463215,"Starling Marte",9241,516782
"Oneil Cruz","PIT",361,43,13,4,17,28,126,0.344660194,0.490291262,"Oneil Cruz",21711,665833
"Gavin Lux","LAD",471,83,20,7,6,47,95,0.294832826,0.489361702,"Gavin Lux",19955,666158
"Josh Naylor","CLE",498,67,28,0,20,38,80,0.336898395,0.489304812,"Josh Naylor",18839,647304
"Hanser Alberto","LAD",159,25,9,2,2,3,25,0.354330708,0.488188976,"Hanser Alberto",11902,593643
"Emmanuel Rivera","- - -",359,46,16,3,12,23,83,0.350806451,0.487903225,"Emmanuel Rivera",19890,656896
"Bo Bichette","TOR",697,121,43,1,24,41,155,0.308617234,0.486973947,"Bo Bichette",19612,666182
"Skye Bolt","OAK",116,15,2,0,4,7,30,0.381578947,0.486842105,"Skye Bolt",17723,621450
"David Bote","CHC",127,18,8,0,4,6,45,0.291666666,0.486111111,"David Bote",14593,623520
"Garrett Hampson","COL",226,30,7,3,2,21,63,0.353846153,0.484615384,"Garrett Hampson",19262,641658
"Drew Waters","KCR",109,11,6,1,5,12,40,0.339285714,0.482142857,"Drew Waters",20505,671221
"Nathaniel Lowe","TEX",645,123,26,3,27,48,147,0.305617977,0.480898876,"Nathaniel Lowe",19566,663993
"Ildemaro Vargas","- - -",222,37,13,1,4,8,23,0.31693989,0.480874316,"Ildemaro Vargas",13324,545121
"Rodolfo Castro","PIT",278,36,8,4,11,22,74,0.333333333,0.480225988,"Rodolfo Castro",21987,666801
"Tommy Pham","- - -",622,90,23,1,17,56,167,0.336734693,0.479591836,"Tommy Pham",2967,502054
"Corbin Carroll","ARI",115,12,9,2,4,8,31,0.273972602,0.479452054,"Corbin Carroll",25878,682998
"José Abreu","CHW",679,128,40,0,15,62,110,0.317171717,0.478787878,"Jose Abreu",15676,547989
"Ty France","SEA",613,103,27,1,20,35,94,0.307359307,0.478354978,"Ty France",17982,664034
"Elias Díaz","COL",381,51,18,2,9,25,82,0.360294117,0.477941176,"Elias Diaz",11680,553869
"Andrew Vaughn","CHW",555,92,28,1,17,31,96,0.341288782,0.477326968,"Andrew Vaughn",26197,683734
"Ronald Acuña Jr.","ATL",533,85,24,0,15,53,126,0.340116279,0.476744186,"Ronald Acuna Jr.",18401,660670
"Yoshi Tsutsugo","PIT",193,23,4,0,2,19,50,0.370967741,0.475806451,"Yoshi Tsutsugo",27459,660294
"Franmil Reyes","- - -",473,64,17,2,14,30,157,0.345070422,0.475352112,"Franmil Reyes",14566,614177
"Dominic Smith","NYM",152,15,10,1,0,12,37,0.363636363,0.474747474,"Dominic Smith",15653,642086
"Kevin Plawecki","- - -",186,28,8,0,1,14,32,0.335766423,0.474452554,"Kevin Plawecki",13807,608700
"Ramón Urías","BAL",445,66,17,1,16,30,98,0.346278317,0.472491909,"Ramon Urias",18795,602104
"Myles Straw","CLE",596,93,22,3,0,54,87,0.337028824,0.472283813,"Myles Straw",17620,664702
"Cal Mitchell","PIT",232,32,11,0,5,18,52,0.304347826,0.472049689,"Cal Mitchell",22169,668751
"Luis Rengifo","LAA",511,86,22,4,17,17,79,0.349633251,0.47188264,"Luis Rengifo",19858,650859
"Juan Soto","- - -",664,73,25,2,27,135,96,0.367681498,0.470725995,"Juan Soto",20123,665742
"Frank Schwindel","CHC",292,43,11,0,8,19,58,0.348837209,0.469767441,"Frank Schwindel",15351,643524
"Miguel Rojas","MIA",507,84,19,2,6,26,61,0.322033898,0.469733656,"Miguel Rojas",7802,500743
"Seth Beer","ARI",126,17,3,0,1,11,31,0.283950617,0.469135802,"Seth Beer",20493,666179
"Cooper Hummel","ARI",201,17,8,3,3,23,64,0.3539823,0.469026548,"Cooper Hummel",19458,669450
"Geraldo Perdomo","ARI",500,67,10,2,5,50,103,0.318611987,0.466876971,"Geraldo Perdomo",22799,672695
"Andrew Velazquez","LAA",349,46,8,0,9,15,119,0.338461538,0.466666666,"Andrew Velazquez",14196,623205
"Matt Duffy","LAA",247,47,8,0,2,17,50,0.325842696,0.466292134,"Matt Duffy",13836,622110
"Brandon Crawford","SFG",458,68,15,2,9,39,98,0.356913183,0.466237942,"Brandon Crawford",5343,543063
"Jesús Sánchez","MIA",343,37,14,3,13,26,92,0.366515837,0.466063348,"Jesus Sanchez",19913,660821
"Luis Torrens","SEA",166,29,2,0,3,12,50,0.27184466,0.466019417,"Luis Torrens",15905,620443
"Giancarlo Stanton","NYY",452,46,7,0,31,50,137,0.386363636,0.46590909,"Giancarlo Stanton",4949,519317
"Jorge Alfaro","SDP",274,42,14,0,7,11,98,0.291925465,0.465838509,"Jorge Alfaro",12180,595751
"Elvis Andrus","- - -",577,84,32,0,17,39,92,0.362186788,0.464692482,"Elvis Andrus",8709,462101
"César Hernández","WSN",617,106,28,4,1,45,114,0.306636155,0.464530892,"Cesar Hernandez",10556,514917
"Connor Joe","COL",467,65,20,4,7,55,97,0.327922077,0.464285714,"Connor Joe",16572,656582
"Bryson Stott","PHI",466,69,19,2,10,36,89,0.360119047,0.464285714,"Bryson Stott",26294,681082
"Xander Bogaerts","BOS",631,118,38,0,15,57,118,0.31838565,0.46412556,"Xander Bogaerts",12161,593428
"Austin Wynns","SFG",177,32,7,0,3,10,38,0.32,0.464,"Austin Wynns",15271,642851
"Jeremy Peña","HOU",558,88,20,2,22,22,135,0.329015544,0.463730569,"Jeremy Pena",21636,665161
"Ian Happ","CHC",641,94,42,2,17,58,149,0.334894613,0.463700234,"Ian Happ",17919,664023
"Stephen Piscotty","OAK",139,15,4,0,5,9,48,0.3125,0.4625,"Stephen Piscotty",13367,572039
"Andrés Giménez","CLE",557,100,26,3,17,34,112,0.327027027,0.462162162,"Andres Gimenez",19950,665926
"Nick Senzel","CIN",420,68,13,0,5,30,76,0.313131313,0.461279461,"Nick Senzel",19293,669222
"Nico Hoerner","CHC",517,98,22,5,10,28,57,0.331764705,0.46117647,"Nico Hoerner",21479,663538
"Alec Bohm","PHI",631,124,24,3,13,31,110,0.304526748,0.460905349,"Alec Bohm",21618,664761
"Julio Rodríguez","SEA",560,89,25,3,28,40,145,0.356948228,0.460490463,"Julio Rodriguez",23697,677594
"Jonathan Schoop","DET",510,62,23,1,11,19,107,0.349206349,0.46031746,"Jonathan Schoop",11265,570731
"Edward Olivares","KCR",174,34,8,0,4,10,36,0.293650793,0.46031746,"Edward Olivares",19698,658668
"Alejo Lopez","CIN",156,31,5,1,1,9,21,0.266129032,0.459677419,"Alejo Lopez",21127,664670
"Corey Dickerson","STL",297,51,17,1,6,12,48,0.327659574,0.459574468,"Corey Dickerson",10762,572816
"Orlando Arcia","ATL",234,33,9,0,9,21,51,0.37735849,0.459119496,"Orlando Arcia",13185,606115
"Dérmis Garcia","OAK",125,13,6,0,5,8,55,0.360655737,0.459016393,"Dermis Garcia",20926,660650
"Jason Heyward","CHC",151,21,5,1,1,11,32,0.38095238,0.457142857,"Jason Heyward",4940,518792
"Max Kepler","MIN",446,60,18,1,9,49,66,0.343558282,0.457055214,"Max Kepler",12144,596146
"Edmundo Sosa","- - -",190,23,11,4,2,5,50,0.330708661,0.456692913,"Edmundo Sosa",17022,624641
"Richie Palacios","CLE",123,20,6,0,0,9,20,0.336956521,0.456521739,"Richie Palacios",24589,680700
"Alex Verdugo","BOS",644,115,39,1,11,42,86,0.329434697,0.45614035,"Alex Verdugo",17027,657077
"Luis González","SFG",350,56,17,2,4,30,75,0.372807017,0.45614035,"Luis Gonzalez",20332,670768
"Ernie Clement","- - -",179,26,4,0,0,11,26,0.382352941,0.455882352,"Ernie Clement",20352,676391
"Vidal Bruján","TBR",162,16,5,0,3,12,37,0.392857142,0.455357142,"Vidal Brujan",20536,660644
"Christian Arroyo","BOS",300,57,16,1,6,13,49,0.291845493,0.454935622,"Christian Arroyo",16434,624414
"Jared Walsh","LAA",454,56,18,2,15,27,138,0.365248226,0.453900709,"Jared Walsh",18607,665120
"Christian Bethancourt","- - -",333,52,17,0,11,12,80,0.351694915,0.45338983,"Christian Bethancourt",10028,542194
"Yan Gomes","CHC",293,45,12,0,8,8,47,0.329059829,0.452991452,"Yan Gomes",9627,543228
"Mark Canha","NYM",542,86,24,0,13,48,97,0.346883468,0.452574525,"Mark Canha",11445,592192
"J.P. Crawford","SEA",603,93,24,3,6,68,80,0.313636363,0.452272727,"J.P. Crawford",15491,641487
"Christian Vázquez","- - -",426,77,23,0,9,22,69,0.322289156,0.451807228,"Christian Vazquez",9774,543877
"AJ Pollock","CHW",527,79,26,1,14,32,98,0.35786802,0.451776649,"AJ Pollock",9256,572041
"Ji Man Choi","TBR",419,50,22,0,11,58,123,0.319148936,0.451063829,"Ji Man Choi",5452,596847
"Travis d'Arnaud","ATL",426,62,25,1,18,19,90,0.362745098,0.450980392,"Travis d'Arnaud",7739,518595
"Jace Peterson","MIL",328,44,14,2,8,33,85,0.31862745,0.450980392,"Jace Peterson",12325,607054
"Luis Robert Jr.","CHW",401,78,18,0,12,17,77,0.328947368,0.450657894,"Luis Robert Jr.",20043,673357
"Jonah Bride","OAK",187,28,4,0,1,19,32,0.34351145,0.450381679,"Jonah Bride",24703,681146
"Lane Thomas","WSN",548,75,26,2,17,41,132,0.37735849,0.45013477,"Lane Thomas",16939,657041
"Sam Haggerty","SEA",201,30,9,1,5,18,53,0.316666666,0.45,"Sam Haggerty",18054,664059
"J.D. Davis","- - -",365,50,16,1,12,39,122,0.338383838,0.449494949,"J.D. Davis",16219,605204
"Andrew Knizner","STL",293,42,10,0,4,26,62,0.378787878,0.449494949,"Andrew Knizner",19514,668800
"Manuel Margot","TBR",363,68,18,2,4,24,68,0.32183908,0.448275862,"Manuel Margot",14712,622534
"Kyle Farmer","CIN",583,94,25,1,14,33,99,0.316397228,0.448036951,"Kyle Farmer",14813,571657
"Riley Adams","WSN",155,16,4,0,5,12,46,0.40625,0.447916666,"Riley Adams",19864,656180
"Joey Meneses","WSN",240,45,14,0,13,15,52,0.296511627,0.447674418,"Joey Meneses",14366,608841
"Brian Serven","COL",205,27,4,1,6,13,44,0.349650349,0.447552447,"Brian Serven",19422,661531
"Donovan Solano","CIN",304,59,16,0,4,19,61,0.278538812,0.447488584,"Donovan Solano",8623,456781
"Tucupita Marcano","PIT",177,23,6,2,2,10,44,0.377192982,0.447368421,"Tucupita Marcano",22871,672779
"Lourdes Gurriel Jr.","TOR",493,94,32,1,5,31,83,0.317204301,0.446236559,"Lourdes Gurriel Jr.",19238,666971
"Michael Papierski","- - -",103,11,1,0,1,10,26,0.323076923,0.446153846,"Michael Papierski",21386,657709
"Michael Chavis","PIT",426,59,16,3,14,19,126,0.388489208,0.446043165,"Michael Chavis",17321,656308
"Ryan McMahon","COL",597,84,23,3,20,60,158,0.327027027,0.445945945,"Ryan McMahon",15112,641857
"Sam Hilliard","COL",200,23,6,1,2,23,57,0.369747899,0.445378151,"Sam Hilliard",17954,656541
"George Springer","TOR",583,86,22,4,25,54,100,0.375598086,0.444976076,"George Springer",12856,543807
"Maikel Franco","WSN",388,61,15,0,9,12,75,0.357859531,0.444816053,"Maikel Franco",12179,596748
"Joey Votto","CIN",376,36,18,1,11,44,97,0.373333333,0.444444444,"Joey Votto",4314,458015
"Harold Castro","DET",443,84,21,2,7,17,79,0.298245614,0.444444444,"Harold Castro",14691,605612
"Vaughn Grissom","ATL",156,30,6,0,5,11,34,0.305555555,0.444444444,"Vaughn Grissom",26031,687093
"Michael Brantley","HOU",277,50,14,1,5,31,30,0.313084112,0.443925233,"Michael Brantley",4106,488726
"Aaron Hicks","NYY",453,64,9,2,8,62,109,0.392727272,0.443636363,"Aaron Hicks",5297,543305
"J.T. Realmuto","PHI",562,86,26,5,22,41,119,0.358974358,0.443589743,"J.T. Realmuto",11739,592663
"Victor Reyes","DET",336,55,19,3,3,13,77,0.313807531,0.443514644,"Victor Reyes",15487,622682
"Garrett Cooper","MIA",469,64,33,2,9,40,119,0.293333333,0.443333333,"Garrett Cooper",15279,643265
"Wander Franco","TBR",344,58,20,3,6,26,33,0.312280701,0.442105263,"Wander Franco",23667,677551
"Teoscar Hernández","TOR",535,72,35,1,25,34,152,0.342939481,0.44092219,"Teoscar Hernandez",13066,606192
"Jurickson Profar","SDP",658,87,36,2,15,73,103,0.343881856,0.438818565,"Jurickson Profar",10815,595777
"Josh Harrison","CHW",425,71,19,2,7,21,71,0.388012618,0.438485804,"Josh Harrison",8202,543281
"Lars Nootbaar","STL",347,33,16,3,14,51,71,0.388127853,0.438356164,"Lars Nootbaar",21454,663457
"Gary Sánchez","MIN",471,46,24,0,16,40,136,0.416666666,0.4375,"Gary Sanchez",11442,596142
"Spencer Steer","CIN",108,13,5,0,2,11,26,0.376811594,0.434782608,"Spencer Steer",26323,668715
"Andrew Benintendi","- - -",521,109,23,3,5,52,77,0.345454545,0.433766233,"Andrew Benintendi",17901,643217
"Charlie Blackmon","COL",577,96,22,6,16,32,109,0.338862559,0.433649289,"Charlie Blackmon",7859,453568
"Ben Gamel","PIT",423,55,20,2,9,48,98,0.348148148,0.433333333,"Ben Gamel",12160,592325
"Jake Fraley","CIN",247,35,9,0,12,26,54,0.365853658,0.432926829,"Jake Fraley",19260,641584
"Trent Grisham","SDP",524,48,16,2,17,57,150,0.432525951,0.432525951,"Trent Grisham",18564,663757
"Owen Miller","CLE",472,70,26,1,6,32,93,0.338235294,0.432352941,"Owen Miller",24655,680911
"Bryan Reynolds","PIT",614,92,19,4,27,56,141,0.34739454,0.431761786,"Bryan Reynolds",19326,668804
"Josh Donaldson","NYY",546,63,28,0,15,54,148,0.386904761,0.431547619,"Josh Donaldson",5038,518626
"Chas McCormick","HOU",407,60,12,2,14,46,106,0.350806451,0.431451612,"Chas McCormick",19599,676801
"Francisco Lindor","NYM",706,114,25,5,26,59,133,0.389662027,0.43141153,"Francisco Lindor",12916,596019
"Austin Hays","BAL",582,81,35,2,16,34,114,0.376777251,0.43127962,"Austin Hays",19363,669720
"Pavin Smith","ARI",277,36,9,0,9,28,67,0.430939226,0.430939226,"Pavin Smith",19892,656976
"Kyle Isbel","KCR",278,35,10,4,5,16,75,0.375690607,0.430939226,"Kyle Isbel",21614,664728
"Sergio Alcántara","- - -",224,30,8,1,6,12,57,0.370860927,0.430463576,"Sergio Alcantara",16417,642727
"Sam Huff","TEX",132,21,4,0,4,11,42,0.329113924,0.430379746,"Sam Huff",22209,669087
"Vimael Machín","OAK",253,36,12,0,1,25,47,0.33519553,0.430167597,"Vimael Machin",17684,605353
"Ramón Laureano","OAK",383,42,18,0,13,25,104,0.392561983,0.429752066,"Ramon Laureano",17128,657656
"Santiago Espinal","TOR",491,88,25,0,7,36,68,0.340314136,0.429319371,"Santiago Espinal",19997,669289
"Trea Turner","LAD",708,130,39,4,21,45,131,0.356736242,0.428842504,"Trea Turner",16252,607208
"Andy Ibáñez","TEX",128,21,4,0,1,9,21,0.448979591,0.428571428,"Andy Ibanez",18819,628451
"Joey Bart","SFG",291,39,6,0,11,26,112,0.360544217,0.428571428,"Joey Bart",21524,663698
"Yasmani Grandal","CHW",376,54,7,0,5,45,79,0.36,0.428,"Yasmani Grandal",11368,518735
"Carlos Correa","MIN",590,105,24,1,22,61,121,0.375308641,0.427160493,"Carlos Correa",14162,621043
"Kevin Newman","PIT",309,57,18,2,2,16,48,0.313807531,0.426778242,"Kevin Newman",17696,621028
"Brandon Marsh","- - -",461,71,18,4,11,28,158,0.328301886,0.426415094,"Brandon Marsh",20202,669016
"Jose Siri","- - -",325,42,13,2,7,20,108,0.363157894,0.426315789,"Jose Siri",17452,642350
"Stuart Fairchild","- - -",110,14,4,1,5,8,34,0.393442622,0.426229508,"Stuart Fairchild",20321,656413
"Austin Nola","SDP",397,68,15,0,4,34,60,0.368243243,0.425675675,"Austin Nola",15941,543592
"P.J. Higgins","CHC",229,28,11,1,6,22,58,0.333333333,0.425531914,"P.J. Higgins",18433,664731
"Nelson Velázquez","CHC",206,22,7,3,6,19,65,0.408333333,0.425,"Nelson Velazquez",23359,676369
"Jake Burger","CHW",183,24,9,1,8,10,56,0.424778761,0.424778761,"Jake Burger",22275,669394
"Gio Urshela","MIN",551,100,27,3,13,41,96,0.347087378,0.424757281,"Gio Urshela",10681,570482
"Danny Mendick","CHW",106,20,4,1,3,7,23,0.328767123,0.424657534,"Danny Mendick",18889,664901
"Hunter Dozier","KCR",500,67,26,4,12,34,125,0.370919881,0.424332344,"Hunter Dozier",15117,641531
"Ryan O'Hearn","KCR",145,24,6,1,1,8,35,0.272727272,0.424242424,"Ryan O'Hearn",16442,656811
"Steven Kwan","CLE",638,130,25,7,6,62,60,0.350495049,0.423762376,"Steven Kwan",24610,680757
"Martín Maldonado","HOU",379,37,12,0,15,22,116,0.406113537,0.423580786,"Martin Maldonado",6887,455117
"Yu Chang","- - -",190,25,6,0,4,16,59,0.405405405,0.423423423,"Yu Chang",14773,644374
"Leody Taveras","TEX",341,61,14,2,5,21,88,0.36036036,0.423423423,"Leody Taveras",18900,665750
"Dylan Carlson","STL",488,60,30,4,8,45,94,0.369822485,0.423076923,"Dylan Carlson",20126,666185
"Ketel Marte","ARI",558,62,42,2,12,55,101,0.389873417,0.42278481,"Ketel Marte",13613,606466
"Austin Barnes","LAD",212,24,6,0,8,27,37,0.429577464,0.422535211,"Austin Barnes",12158,605131
"Jack Suwinski","PIT",372,36,11,0,19,41,114,0.422535211,0.422535211,"Jack Suwinski",22244,669261
"Akil Baddoo","DET",225,34,3,2,2,24,64,0.4,0.422222222,"Akil Baddoo",22168,668731
"Rafael Devers","BOS",614,94,42,1,27,50,114,0.374717832,0.422121896,"Rafael Devers",17350,646240
"Shohei Ohtani","LAA",666,90,30,6,34,72,161,0.38117647,0.42117647,"Shohei Ohtani",19755,660271
"Brad Miller","TEX",241,37,3,0,7,18,70,0.407894736,0.421052631,"Brad Miller",12775,543543
"Sean Murphy","OAK",612,77,37,2,18,56,124,0.375598086,0.421052631,"Sean Murphy",19352,669221
"Isaac Paredes","TBR",381,32,16,0,20,44,67,0.454887218,0.421052631,"Isaac Paredes",20036,670623
"Jose Miranda","MIN",483,79,25,0,15,28,91,0.375706214,0.420903954,"Jose Miranda",20538,669304
"Jacob Stallings","MIA",384,61,12,0,4,29,83,0.386363636,0.420454545,"Jacob Stallings",13723,607732
"Garrett Stubbs","PHI",121,18,4,1,5,14,30,0.391304347,0.420289855,"Garrett Stubbs",18067,596117
"Tyler O'Neill","STL",383,50,11,1,14,38,103,0.37815126,0.420168067,"Tyler O'Neill",15711,641933
"Jorge Soler","MIA",306,30,13,0,13,31,90,0.403314917,0.419889502,"Jorge Soler",14221,624585
