Name,Level,Age,PA,GB/FB,LD%,HR/FB,SwStr%,BB%,K%,PlayerId
"Carlos Perez","AA",28,385,0.707482993,0.15771812,0.095238095,0.07463768,0.051948051,0.135064935,"10642"
"Arismendy Alcantara","AA",27,112,0.896551724,0.236111111,0.068965517,0.12362031,0.098214285,0.241071428,"10711"
"Andy Wilkins","AA",30,133,0.459459459,0.228571428,0.108108108,0.13666667,0.127819548,0.330827067,"11251"
"Adrian Sanchez","AA",28,282,1.183098591,0.292237442,0.084507042,0.08040201,0.067375886,0.138297872,"11338"
"Michael A. Taylor","AA",28,247,0.628205128,0.158940397,0.115384615,0.14185814,0.101214574,0.279352226,"11489"
"Jason Krizan","AA",30,367,0.796747967,0.221830985,0.097560975,0.05006954,0.103542234,0.098092643,"12394"
"Taylor Motter","AA",29,285,1.20289855,0.169398907,0.115942028,0.08221477,0.108771929,0.231578947,"12399"
"Taylor Featherston","AA",29,391,1.246376811,0.258373205,0.188405797,0.19807074,0.04859335,0.383631713,"12590"
"Dillon Thomas","AA",26,504,1.321428571,0.171974522,0.116071428,0.15861027,0.081349206,0.261904761,"12719"
"Luis Sardinas","AA",26,192,1.545454545,0.205673758,0.022727272,0.06862745,0.09375,0.130208333,"13153"
"Tyler Goeddel","AA",26,227,1.525,0.204724409,0.025,0.13973799,0.101321585,0.308370044,"13180"
"Spencer Kieboom","AA",28,188,0.806451612,0.151515151,0.016129032,0.10679612,0.09574468,0.186170212,"13300"
"Christian Lopes","AA",26,301,0.641304347,0.213541666,0.086956521,0.06825658,0.129568106,0.196013289,"13472"
"Ramon Torres","AA",26,166,1.260869565,0.1875,0,0.08781362,0.036144578,0.156626506,"14113"
"Alfredo Gonzalez","AA",26,195,1.631578947,0.186991869,0.026315789,0.1280654,0.133333333,0.205128205,"14267"
"Jesmuel Valentin","AA",25,456,0.899224806,0.207119741,0.062015503,0.07956989,0.09868421,0.208333333,"14548"
"Webster Rivas","AA",28,119,0.848484848,0.26506024,0.03030303,0.1038961,0.06722689,0.19327731,"14636"
"Frank Schwindel","AA",27,188,1.173076923,0.19858156,0.096153846,0.11299435,0.058510638,0.143617021,"15351"
"Jamie Westbrook","AA",24,388,0.908333333,0.151851851,0.108333333,0.12592593,0.082474226,0.175257731,"15504"
"Joseph Odom","AA",27,310,1.769230769,0.25,0.076923076,0.12785016,0.077419354,0.287096774,"15535"
"Gosuke Katoh","AA",24,108,1.636363636,0.134328358,0,0.1097852,0.092592592,0.259259259,"15697"
"Jose Godoy","AA",24,188,1.357142857,0.255639097,0.119047619,0.08857143,0.09574468,0.159574468,"15808"
"Luis Torrens","AA",23,397,1.973333333,0.209219858,0.2,0.09259259,0.10579345,0.168765743,"15905"
"Ivan Castillo","AA",24,466,1.305785123,0.257978723,0.066115702,0.07142857,0.042918454,0.126609442,"15971"
"Brian Navarreto","AA",24,180,0.579710144,0.1484375,0.086956521,0.12913907,0.044444444,0.172222222,"16398"
"Sergio Alcantara","AA",22,378,1.117021276,0.213438735,0.021276595,0.07797538,0.126984126,0.187830687,"16417"
"Johneshwy Fargas","AA",24,466,1.070866141,0.162420382,0.039370078,0.10579065,0.07081545,0.201716738,"16446"
"Forrest Wall","AA",23,469,0.785185185,0.18581081,0.066666666,0.09353234,0.104477611,0.232409381,"16496"
"Kevin Padlo","AA",22,277,0.712121212,0.256578947,0.181818181,0.11061552,0.16967509,0.252707581,"16593"
"Brian O'Keefe","AA",25,346,0.81632653,0.222707423,0.132653061,0.11094453,0.106936416,0.205202312,"16680"
"Braxton Lee","AA",25,305,1.534482758,0.234375,0.034482758,0.10254307,0.098360655,0.236065573,"16839"
"Jonah Heim","AA",24,208,1.116666666,0.164473684,0.083333333,0.09383033,0.115384615,0.129807692,"16930"
"Derek Hill","AA",23,526,0.931297709,0.196825396,0.106870229,0.14213963,0.072243346,0.27946768,"16947"
"Gavin Cecchini","AA",25,156,0.851063829,0.209090909,0.063829787,0.09247649,0.076923076,0.205128205,"17005"
"Magneuris Sierra","AA",23,197,1.704545454,0.19047619,0.022727272,0.07475317,0.065989847,0.162436548,"17023"
"Meibrys Viloria","AA",22,248,2.076923076,0.25,0.025641025,0.09145729,0.096774193,0.241935483,"17109"
"Luis Liberato","AA",23,211,1.794871794,0.243055555,0.051282051,0.10687961,0.071090047,0.232227488,"17307"
"Yermin Mercedes","AA",26,167,0.773584905,0.235772357,0.113207547,0.10946746,0.101796407,0.149700598,"17423"
"Jose Siri","AA",23,405,1.193181818,0.195833333,0.125,0.16321406,0.081481481,0.311111111,"17452"
"Vimael Machin","AA",25,498,1.04137931,0.195652173,0.04137931,0.0556975,0.126506024,0.114457831,"17684"
"Josh Lester","AA",24,442,0.525,0.170068027,0.10625,0.1216992,0.088235294,0.233031674,"17737"
"Chris Shaw","AA",25,182,0.716981132,0.272,0.132075471,0.1255887,0.104395604,0.181318681,"17738"
"Luis Alexander Basabe","AA",22,291,1.454545454,0.205882352,0.054545454,0.12563238,0.099656357,0.292096219,"17839"
"Tyler Nevin","AA",22,540,1.086092715,0.168865435,0.086092715,0.10273973,0.12037037,0.166666666,"17893"
"Marcus Wilson","AA",22,278,0.493333333,0.205673758,0.133333333,0.13297872,0.118705035,0.341726618,"17910"
"Cedric Mullins","AA",24,226,0.957746478,0.152439024,0.070422535,0.07531866,0.097345132,0.137168141,"17929"
"Tyler Stephenson","AA",22,363,0.865384615,0.227091633,0.057692307,0.07926829,0.101928374,0.165289256,"17988"
