Name,Level,Age,PA,GB/FB,LD%,HR/FB,SwStr%,BB%,K%,PlayerId
"Grant Green","AAA",28,364,1.604651162,0.227586206,0.081395348,0.11464435,0.03021978,0.159340659,"10053"
"Max Stassi","AAA",25,266,1.310344827,0.238636363,0.120689655,0.13562753,0.075187969,0.244360902,"10059"
"Tomas Telis","AAA",25,368,2.077922077,0.18275862,0.077922077,0.05689278,0.073369565,0.114130434,"10067"
"Nick Franklin","AAA",25,270,1.114285714,0.212765957,0.071428571,0.12746114,0.096296296,0.207407407,"10166"
"Hector Sanchez","AAA",26,230,0.878787878,0.220125786,0.227272727,0.11374408,0.091304347,0.2,"10289"
"Adrian Nieto","AAA",26,129,2.052631578,0.216216216,0.052631578,0.09380531,0.116279069,0.294573643,"10294"
"Eury Perez","AAA",26,245,2.085106382,0.166666666,0.042553191,0.10149942,0.040816326,0.175510204,"10299"
"Danny Ortiz","AAA",26,470,0.839743589,0.182336182,0.108974358,0.10308678,0.053191489,0.193617021,"10317"
"Rafael Ortega","AAA",25,341,1.959459459,0.220640569,0.054054054,0.05111294,0.043988269,0.114369501,"10323"
"Rey Fuentes","AAA",25,272,1.918367346,0.205555555,0,0.11976048,0.084558823,0.227941176,"10329"
"Slade Heathcott","AAA",25,216,1.255813953,0.198347107,0.046511627,0.13160987,0.125,0.282407407,"10336"
"Gift Ngoepe","AAA",26,373,1.164556962,0.131979695,0.101265822,0.1151594,0.083109919,0.348525469,"10340"
"John Ryan Murphy","AAA",25,290,0.913043478,0.19266055,0.032608695,0.10607434,0.072413793,0.175862068,"10346"
"Mike Ohlman","AAA",25,186,1.022222222,0.215517241,0.133333333,0.11492734,0.080645161,0.284946236,"10347"
"Tommy Joseph","AAA",24,100,1.125,0.19047619,0.1875,0.09717868,0.04,0.12,"10349"
"Daniel Fields","AAA",25,169,2.333333333,0.268292682,0.055555555,0.18093923,0.118343195,0.384615384,"10390"
"Wilfredo Tovar","AAA",24,494,1.277372262,0.189610389,0.00729927,0.05578947,0.064777327,0.119433198,"10416"
"Jon Singleton","AAA",24,501,0.669064748,0.19163763,0.143884892,0.09887006,0.165668662,0.24750499,"10441"
"Cheslor Cuthbert","AAA",23,107,0.805555555,0.197530864,0.194444444,0.0787037,0.102803738,0.130841121,"10473"
"Rocky Gale","AAA",28,159,1.815789473,0.1640625,0.078947368,0.06213592,0.03144654,0.119496855,"10533"
"Rico Noel","AAA",27,136,1,0.161290322,0,0.10136452,0.044117647,0.227941176,"10585"
"Bryce Brentz","AAA",27,212,1.738095238,0.238410596,0.095238095,0.13867684,0.037735849,0.245283018,"10607"
"Zach Walters","AAA",26,366,0.816666666,0.201465201,0.083333333,0.13943028,0.06830601,0.172131147,"10622"
"Rob Brantly","AAA",26,315,0.906542056,0.177419354,0.130841121,0.09809524,0.025396825,0.168253968,"10655"
"Gio Urshela","AAA",24,491,1.049079754,0.187347931,0.049079754,0.08096677,0.030549898,0.118126272,"10681"
"Ryan LaMarre","AAA",27,358,1.474358974,0.192468619,0.128205128,0.09823848,0.07821229,0.223463687,"10700"
"Arismendy Alcantara","AAA",24,433,1.106796116,0.227758007,0.106796116,0.14165666,0.066974595,0.272517321,"10711"
"Jurickson Profar","AAA",23,189,1.265306122,0.195652173,0.102040816,0.06317204,0.084656084,0.137566137,"10815"
"Todd Cunningham","AAA",27,417,1.115044247,0.184300341,0.053097345,0.05363748,0.122302158,0.134292565,"10822"
"Rangel Ravelo","AAA",24,416,1.356435643,0.214521452,0.07920792,0.09238452,0.081730769,0.151442307,"10839"
"Jared Hoying","AAA",27,435,0.863013698,0.133757961,0.109589041,0.09747292,0.085057471,0.179310344,"10882"
"Darren Ford","AAA",30,171,2.566666666,0.15079365,0.033333333,0.08421053,0.070175438,0.134502923,"109"
"Ryan Strausborger","AAA",28,305,1,0.177664974,0.074074074,0.08905852,0.072131147,0.24262295,"10937"
"Greg Garcia","AAA",26,120,1.703703703,0.13095238,0,0.04166667,0.091666666,0.166666666,"10951"
"Colin Walsh","AAA",26,245,0.905660377,0.273381294,0.075471698,0.11665099,0.167346938,0.257142857,"10961"
"Elliot Soto","AAA",26,190,2.8,0.201680672,0.04,0.06459948,0.147368421,0.189473684,"11155"
"Brett Nicholas","AAA",27,447,1.346534653,0.233009708,0.128712871,0.1253012,0.085011185,0.196868008,"11192"
"Stephen Cardullo","AAA",28,452,0.861111111,0.223188405,0.118055555,0.10465785,0.081858407,0.128318584,"11204"
"Mike Freeman","AAA",28,503,1.663157894,0.272988505,0.042105263,0.07741935,0.10139165,0.186878727,"11241"
