Name,Level,Age,PA,GB/FB,LD%,HR/FB,SwStr%,BB%,K%,PlayerId
"Adrian Nieto","AA",27,134,1.565217391,0.297619047,0.130434782,0.13688213,0.067164179,0.291044776,"10294"
"Slade Heathcott","AA",26,394,1.227272727,0.240310077,0.136363636,0.11975643,0.093908629,0.223350253,"10336"
"Jon Singleton","AA",25,500,0.787610619,0.207843137,0.159292035,0.11216644,0.214,0.264,"10441"
"Mike Olt","AA",28,448,0.553333333,0.143382352,0.106666666,0.11833333,0.107142857,0.261160714,"10698"
"Ryan Strausborger","AA",29,119,1.041666666,0.222222222,0.041666666,0.10775862,0.142857142,0.285714285,"10937"
"Colin Walsh","AA",27,363,0.786516853,0.192893401,0.13483146,0.07862408,0.20661157,0.231404958,"10961"
"Stephen Cardullo","AA",29,153,0.592592592,0.173076923,0.074074074,0.09544787,0.143790849,0.143790849,"11204"
"Andy Wilkins","AA",28,274,0.61038961,0.243902439,0.155844155,0.11052632,0.135036496,0.255474452,"11251"
"Michael Choice","AA",27,195,1.0625,0.175,0.1875,0.08043217,0.092307692,0.251282051,"11376"
"Kyle Waldrop","AA",25,464,0.93076923,0.234756097,0.076923076,0.10152905,0.079741379,0.185344827,"11402"
"Henry Ramos","AA",25,101,1.95,0.202702702,0.25,0.10306407,0.0990099,0.148514851,"11481"
"Steven Moya","AA",25,246,1,0.2625,0.186440677,0.14989059,0.077235772,0.264227642,"11854"
"Nick Martini","AA",27,110,1.153846153,0.29113924,0.076923076,0.04449649,0.1,0.145454545,"12005"
"Yefri Perez","AA",26,293,1.728813559,0.129729729,0,0.08120438,0.126279863,0.194539249,"12090"
"Dillon Thomas","AA",24,302,1.245901639,0.198830409,0.098360655,0.19250426,0.07615894,0.334437086,"12719"
"Michael Perez","AA",24,302,0.960526315,0.258706467,0.065789473,0.08333333,0.115894039,0.201986754,"12977"
"Erick Castillo","AA",24,230,2,0.171779141,0.022222222,0.1003672,0.082608695,0.186956521,"12990"
"Mitch Walding","AA",24,401,0.605263157,0.183035714,0.219298245,0.14036223,0.109725685,0.316708229,"13006"
"Jose Briceno","AA",24,378,0.763358778,0.166064981,0.06870229,0.11743516,0.06084656,0.193121693,"13151"
"Tyler Goeddel","AA",24,256,1.557692307,0.208333333,0.096153846,0.08780992,0.12890625,0.171875,"13180"
"Michael Reed","AA",24,205,1.088888888,0.121495327,0.155555555,0.09623894,0.170731707,0.287804878,"13228"
"Jacob Wilson","AA",26,503,0.602339181,0.189349112,0.099415204,0.09144834,0.099403578,0.192842942,"13254"
"Peter O'Brien","AA",26,187,0.533333333,0.168674698,0.2,0.18528252,0.096256684,0.44919786,"13288"
"Oscar Hernandez","AA",23,255,0.6625,0.217647058,0.1,0.10071211,0.066666666,0.22745098,"13490"
"Humberto Arteaga","AA",23,490,1.338345864,0.192207792,0.007518796,0.07456404,0.051020408,0.132653061,"13595"
"Jack Lopez","AA",24,398,1.682926829,0.2,0.060975609,0.09744299,0.050251256,0.216080402,"13663"
