Name,Level,Age,PA,GB/FB,LD%,HR/FB,SwStr%,BB%,K%,PlayerId
"Josh Ockimey","AAA",26,210,0.68852459,0.155737704,0.13114754,0.13686534,0.133333333,0.276190476,"sa829375"
"Cristian Santana","AAA",25,504,1.527777777,0.213256484,0.101851851,0.13945409,0.069444444,0.222222222,"sa829387"
"Will Toffey","AAA",27,388,0.934065934,0.145631067,0.098901098,0.1689008,0.12371134,0.31185567,"sa829401"
"Michael Cantu","AAA",26,103,2.153846153,0.24074074,0.076923076,0.18224299,0.106796116,0.3592233,"sa829494"
"Quinn Brodey","AAA",26,116,2.111111111,0.222222222,0.222222222,0.15434783,0.051724137,0.318965517,"sa829783"
"Andrew Bechtold","AAA",26,136,2,0.219178082,0.263157894,0.11317254,0.132352941,0.31617647,"sa829787"
"Scott Manea","AAA",26,337,1.732142857,0.198952879,0.071428571,0.12656365,0.127596439,0.272997032,"sa829837"
"Bryson Brigman","AAA",27,413,1.582417582,0.181184668,0.087912087,0.12166558,0.053268765,0.220338983,"sa829857"
"Micker Adolfo","AAA",25,367,1.47761194,0.198067632,0.223880597,0.17717087,0.068119891,0.354223433,"sa830303"
"Gavin Collins","AAA",26,139,0.868421052,0.228260869,0.105263157,0.11485149,0.086330935,0.201438848,"sa857219"
"Kyle Holder","AAA",28,170,2,0.236363636,0.071428571,0.1242515,0.088235294,0.252941176,"sa857840"
"Mitchell Tolman","AAA",28,423,1.511904761,0.227106227,0.13095238,0.10183639,0.115839243,0.200945626,"sa858829"
"Lorenzo Cedrola","AAA",24,504,1.328358208,0.2,0.029850746,0.11319648,0.02579365,0.166666666,"sa872850"
"Stevie Berman","AAA",27,261,1.032786885,0.173333333,0.13114754,0.08474576,0.141762452,0.245210727,"sa873599"
"Nick Banks","AAA",27,302,1.360655737,0.204419889,0.180327868,0.17155172,0.082781456,0.294701986,"sa873982"
"Camden Duzenack","AAA",27,349,0.773584905,0.226337448,0.122641509,0.12571898,0.05730659,0.212034383,"sa873988"
"Vince Fernandez","AAA",26,360,0.857142857,0.2513089,0.194805194,0.17876241,0.1,0.333333333,"sa873990"
"Garrett Whitley","AAA",25,186,1.346153846,0.24691358,0.115384615,0.14130435,0.193548387,0.354838709,"sa874244"
"Moises Gomez","AAA",23,244,0.642857142,0.313432835,0.285714285,0.16666667,0.102459016,0.344262295,"sa875163"
"Gabriel Cancel","AAA",25,302,1.133333333,0.247058823,0.083333333,0.17023097,0.092715231,0.321192052,"sa875231"
"Max McDowell","AAA",28,215,1.113207547,0.176470588,0.037735849,0.08449074,0.106976744,0.232558139,"sa875626"
"Jonathan Morales","AAA",27,353,1.552631578,0.23015873,0.118421052,0.0859662,0.104815864,0.161473087,"sa875808"
"Dalton Kelly","AAA",27,360,1.260869565,0.178947368,0.217391304,0.13945803,0.122222222,0.327777777,"sa876363"
"Nash Knight","AAA",29,254,1.390243902,0.251908396,0.097560975,0.11982379,0.153543307,0.307086614,"sa876814"
"Arquimedes Gamboa","AAA",24,296,1.055555555,0.2,0.055555555,0.117598,0.125,0.233108108,"sa877497"
"Ronaldo Hernandez","AAA",24,439,1.330188679,0.21835443,0.160377358,0.17411003,0.04783599,0.209567198,"sa881850"
"Omar Estevez","AAA",24,178,1.086956521,0.219512195,0.065217391,0.13226744,0.06741573,0.224719101,"sa914242"
"Brett Cumberland","AAA",27,160,2.09090909,0.209302325,0.181818181,0.13311688,0.10625,0.275,"sa915611"
"Donovan Casey","AAA",26,317,1.013513513,0.211640211,0.094594594,0.17729909,0.06940063,0.30599369,"sa915654"
"Cole Freeman","AAA",27,162,1.461538461,0.219512195,0.051282051,0.10486891,0.055555555,0.12345679,"sa915838"
"Ricardo Genoves","AAA",23,147,1,0.222222222,0.085714285,0.15789474,0.108843537,0.265306122,"sa916844"
"Pedro Castellanos","AAA",24,241,1.78,0.219101123,0.1,0.15328467,0.029045643,0.195020746,"sa917074"
"Carlos Rincon","AAA",24,157,1.083333333,0.210526315,0.138888888,0.16940789,0.05732484,0.318471337,"sa917319"
"Delvin Perez","AAA",23,149,1.923076923,0.2,0.115384615,0.12563667,0.093959731,0.255033557,"sa917935"
"Tyler Neslony","AAA",28,101,1.416666666,0.121212121,0.083333333,0.15083799,0.06930693,0.237623762,"sa918131"
"Jim Haley","AAA",27,420,1.235955056,0.194331983,0.202247191,0.16412972,0.083333333,0.297619047,"sa918418"
"Bret Boswell","AAA",27,329,1.648148148,0.235294117,0.222222222,0.14981818,0.115501519,0.29787234,"sa918769"
"Craig Dedelow","AAA",27,105,0.928571428,0.372093023,0.357142857,0.23866348,0.152380952,0.39047619,"sa918840"
"Zach Davis","AAA",28,120,2.647058823,0.150684931,0,0.11111111,0.116666666,0.216666666,"sa918888"
"Chavez Young","AAA",24,248,1.928571428,0.216560509,0.119047619,0.1140873,0.120967741,0.233870967,"sa918963"
"Yariel Gonzalez","AAA",28,119,0.7,0.160493827,0,0.12222222,0.06722689,0.235294117,"sa920278"
