Name,Team,PA,1B,2B,3B,HR,BB,SO,FB%,GB%,NameASCII,PlayerId,MLBAMID
"Josh Donaldson","MIN",102,10,2,0,6,18,24,0.344827586,0.551724137,"Josh Donaldson",5038,518626
"Andrelton Simmons","LAA",127,28,7,0,0,8,16,0.245098039,0.549019607,"Andrelton Simmons",10847,592743
"Delino DeShields","CLE",120,22,3,2,0,9,29,0.260273972,0.547945205,"Delino DeShields",11379,592261
"Tim Anderson","CHW",221,45,11,1,10,10,50,0.264150943,0.547169811,"Tim Anderson",15172,641313
"Vladimir Guerrero Jr.","TOR",243,34,13,2,9,20,38,0.278688524,0.546448087,"Vladimir Guerrero Jr.",19611,665489
"Shogo Akiyama","CIN",183,31,6,1,0,25,34,0.214876033,0.545454545,"Shogo Akiyama",27461,673451
"David Fletcher","LAA",230,50,13,0,3,20,25,0.206521739,0.54347826,"David Fletcher",17992,664058
"Alec Bohm","PHI",180,39,11,0,4,16,36,0.253968253,0.531746031,"Alec Bohm",21618,664761
"Jackie Bradley Jr.","BOS",217,36,11,0,7,23,48,0.279720279,0.531468531,"Jackie Bradley Jr.",12984,598265
"Jon Berti","MIA",149,24,5,0,2,23,37,0.26506024,0.530120481,"Jon Berti",12037,542932
"Starling Marte","- - -",250,43,14,1,6,12,41,0.278688524,0.530054644,"Starling Marte",9241,516782
"Josh Naylor","- - -",104,19,3,1,1,5,12,0.247058823,0.529411764,"Josh Naylor",18839,647304
"Wilson Ramos","NYM",155,23,6,0,5,10,31,0.294642857,0.526785714,"Wilson Ramos",1433,467092
"Alex Verdugo","BOS",221,40,16,0,6,17,45,0.27388535,0.522292993,"Alex Verdugo",17027,657077
"Corey Dickerson","MIA",210,37,5,1,7,15,35,0.339622641,0.522012578,"Corey Dickerson",10762,572816
"Nomar Mazara","CHW",149,24,6,0,1,10,44,0.25,0.52173913,"Nomar Mazara",14553,608577
"Eloy Jiménez","CHW",226,35,14,0,14,12,56,0.284810126,0.518987341,"Eloy Jimenez",17484,650391
"Nick Ahmed","ARI",217,37,10,1,5,18,46,0.291390728,0.516556291,"Nick Ahmed",12147,605113
"Joey Bart","SFG",111,17,5,2,0,3,41,0.322580645,0.516129032,"Joey Bart",21524,663698
"Juan Soto","WSN",196,27,14,0,13,41,28,0.285714285,0.515873015,"Juan Soto",20123,665742
"Jonathan Schoop","DET",177,31,4,2,8,8,39,0.304,0.512,"Jonathan Schoop",11265,570731
"Tommy Edman","STL",227,38,7,1,5,16,48,0.261146496,0.50955414,"Tommy Edman",19470,669242
"Tim Lopes","SEA",151,20,12,0,2,6,34,0.25,0.509259259,"Tim Lopes",14137,621005
"Christian Yelich","MIL",247,21,7,1,12,46,76,0.298387096,0.508064516,"Christian Yelich",11477,592885
"Kyle Schwarber","CHC",224,19,6,0,11,30,66,0.346774193,0.508064516,"Kyle Schwarber",16478,656941
"Ryan McMahon","COL",193,21,6,1,9,18,66,0.345794392,0.504672897,"Ryan McMahon",15112,641857
"Robinson Canó","NYM",182,35,9,0,10,9,24,0.258503401,0.50340136,"Robinson Cano",3269,429664
"Franmil Reyes","CLE",241,39,10,0,9,24,69,0.333333333,0.50340136,"Franmil Reyes",14566,614177
"Jake Cave","MIN",123,16,3,2,4,5,44,0.25,0.5,"Jake Cave",14477,595909
"David Bote","CHC",145,14,3,1,7,17,40,0.337209302,0.5,"David Bote",14593,623520
"Sam Hilliard","COL",114,12,2,2,6,9,42,0.354838709,0.5,"Sam Hilliard",17954,656541
"Evan Longoria","SFG",209,31,10,1,7,11,39,0.318471337,0.496815286,"Evan Longoria",9368,446334
"Carlos Correa","HOU",221,39,9,0,5,16,49,0.294117647,0.496732026,"Carlos Correa",14162,621043
"Kolten Wong","STL",208,41,4,2,1,20,30,0.288590604,0.496644295,"Kolten Wong",12532,543939
"Javier Báez","CHC",235,27,9,1,8,7,75,0.319727891,0.496598639,"Javier Baez",12979,595879
"Shohei Ohtani","LAA",175,16,6,0,7,22,50,0.330097087,0.495145631,"Shohei Ohtani",19755,660271
"Elvis Andrus","TEX",111,12,5,0,3,8,15,0.356321839,0.494252873,"Elvis Andrus",8709,462101
"Johan Camargo","ATL",127,12,8,0,4,6,35,0.352941176,0.494117647,"Johan Camargo",14950,622666
"Victor Caratini","CHC",132,20,7,0,1,12,31,0.317647058,0.494117647,"Victor Caratini",14968,605170
"Danny Mendick","CHW",114,18,4,1,3,6,25,0.289156626,0.493975903,"Danny Mendick",18889,664901
"David Peralta","ARI",218,45,10,1,5,13,45,0.2875,0.49375,"David Peralta",2136,444482
"Cole Tucker","PIT",116,20,3,0,1,5,31,0.341772151,0.493670886,"Cole Tucker",17326,657061
"Jose Altuve","HOU",210,28,9,0,5,17,39,0.297297297,0.493243243,"Jose Altuve",5417,514888
"César Hernández","CLE",261,43,20,0,3,24,57,0.274853801,0.49122807,"Cesar Hernandez",10556,514917
"Jorge Alfaro","MIA",100,16,2,0,3,4,36,0.298245614,0.49122807,"Jorge Alfaro",12180,595751
"Austin Hays","BAL",134,28,2,0,4,8,25,0.31632653,0.489795918,"Austin Hays",19363,669720
"Brian Anderson","MIA",229,32,7,1,11,22,66,0.303703703,0.488888888,"Brian Anderson",18289,605119
"Nick Solak","TEX",233,44,10,0,2,18,42,0.34117647,0.488235294,"Nick Solak",19294,669256
"Adam Eaton","WSN",176,20,11,1,4,12,32,0.276422764,0.487804878,"Adam Eaton",11205,594809
"Lewis Brinson","MIA",112,15,6,0,3,6,30,0.302631578,0.486842105,"Lewis Brinson",14352,621446
"Joshua Fuentes","COL",103,21,7,0,2,2,29,0.271428571,0.485714285,"Joshua Fuentes",16885,658069
"Adalberto Mondesi","KCR",233,36,11,3,6,11,70,0.389705882,0.485294117,"Adalberto Mondesi",13769,609275
"Kevin Newman","PIT",172,29,5,0,1,12,21,0.301470588,0.485294117,"Kevin Newman",17696,621028
"Joey Wendle","TBR",184,33,9,2,4,10,35,0.276119402,0.485074626,"Joey Wendle",13853,621563
"Avisaíl García","MIL",207,31,10,0,2,20,49,0.272727272,0.484848484,"Avisail Garcia",5760,541645
"Jared Walsh","LAA",108,14,4,2,9,5,15,0.367816091,0.48275862,"Jared Walsh",18607,665120
"Joc Pederson","LAD",138,12,4,0,7,11,34,0.364705882,0.482352941,"Joc Pederson",11899,592626
"Fernando Tatis Jr.","SDP",257,32,11,2,17,27,61,0.353658536,0.481707317,"Fernando Tatis Jr.",19709,665487
"Jesse Winker","CIN",183,19,7,0,12,28,46,0.288461538,0.48076923,"Jesse Winker",13590,608385
"J.T. Realmuto","PHI",195,29,6,0,11,16,48,0.376,0.48,"J.T. Realmuto",11739,592663
"Jean Segura","PHI",217,37,5,2,7,23,45,0.335616438,0.479452054,"Jean Segura",5933,516416
"Edward Olivares","- - -",101,17,2,1,3,4,25,0.295774647,0.478873239,"Edward Olivares",19698,658668
"Joe Panik","TOR",141,20,6,0,1,20,27,0.29347826,0.478260869,"Joe Panik",11936,605412
"Shin-Soo Choo","TEX",127,18,3,0,5,13,33,0.302631578,0.47368421,"Shin-Soo Choo",3174,425783
"Willson Contreras","CHC",225,29,10,0,7,20,57,0.330827067,0.47368421,"Willson Contreras",11609,575929
"Erik González","PIT",193,24,13,1,3,8,51,0.293233082,0.47368421,"Erik Gonzalez",13369,570481
"Isaac Paredes","DET",108,17,4,0,1,8,24,0.315789473,0.47368421,"Isaac Paredes",20036,670623
"Brandon Nimmo","NYM",225,33,8,3,8,33,43,0.323943661,0.471830985,"Brandon Nimmo",12927,607043
"Rio Ruiz","BAL",204,21,11,0,9,17,46,0.357142857,0.471428571,"Rio Ruiz",14103,547004
"Michael Brantley","HOU",187,31,15,0,5,17,28,0.312056737,0.468085106,"Michael Brantley",4106,488726
"Freddy Galvis","CIN",159,19,5,0,7,13,30,0.366972477,0.467889908,"Freddy Galvis",6609,520471
"Roman Quinn","PHI",116,17,3,1,2,5,39,0.258620689,0.465517241,"Roman Quinn",13546,596451
"Nelson Cruz","MIN",214,34,6,0,16,25,58,0.307086614,0.464566929,"Nelson Cruz",2434,443558
"Daniel Vogelbach","- - -",136,15,3,0,6,20,33,0.329268292,0.463414634,"Daniel Vogelbach",14130,596129
"Rowdy Tellez","TOR",127,19,5,0,8,11,20,0.336842105,0.463157894,"Rowdy Tellez",15679,642133
"Eric Hosmer","SDP",156,26,6,0,9,9,28,0.341880341,0.461538461,"Eric Hosmer",3516,543333
"Orlando Arcia","MIL",189,29,10,1,5,14,32,0.312056737,0.460992907,"Orlando Arcia",13185,606115
"Garrett Cooper","MIA",133,20,8,0,6,11,31,0.280898876,0.460674157,"Garrett Cooper",15279,643265
"Ryan O'Hearn","KCR",132,14,6,0,2,18,37,0.328947368,0.460526315,"Ryan O'Hearn",16442,656811
"Maikel Franco","KCR",243,38,16,0,8,16,38,0.359788359,0.46031746,"Maikel Franco",12179,596748
"Xander Bogaerts","BOS",225,42,8,0,11,21,41,0.36196319,0.460122699,"Xander Bogaerts",12161,593428
"Ketel Marte","ARI",195,35,14,1,2,7,21,0.329192546,0.459627329,"Ketel Marte",13613,606466
"Michael Chavis","BOS",158,19,5,2,5,8,50,0.306122448,0.459183673,"Michael Chavis",17321,656308
"Willie Calhoun","TEX",108,15,2,1,1,5,17,0.411764705,0.458823529,"Willie Calhoun",17838,641432
"Brock Holt","- - -",106,14,6,0,0,9,24,0.291666666,0.458333333,"Brock Holt",9345,571788
"Victor Reyes","DET",213,43,7,2,4,9,45,0.283870967,0.458064516,"Victor Reyes",15487,622682
"Stephen Piscotty","OAK",171,25,6,0,5,9,53,0.308411214,0.457943925,"Stephen Piscotty",13367,572039
"Chris Taylor","LAD",214,30,10,2,8,26,55,0.275590551,0.456692913,"Chris Taylor",13757,621035
"Jason Heyward","CHC",181,25,6,2,6,30,37,0.267857142,0.455357142,"Jason Heyward",4940,518792
"Rafael Devers","BOS",248,33,16,1,11,13,67,0.345454545,0.454545454,"Rafael Devers",17350,646240
"Jake Cronenworth","SDP",192,27,15,3,4,18,30,0.293706293,0.454545454,"Jake Cronenworth",18036,630105
"Aaron Hicks","NYY",211,20,10,2,6,41,38,0.346153846,0.453846153,"Aaron Hicks",5297,543305
"JaCoby Jones","DET",108,12,9,0,5,7,34,0.328125,0.453125,"JaCoby Jones",14818,592444
"Austin Romine","DET",135,24,5,0,2,4,47,0.309523809,0.452380952,"Austin Romine",5491,519222
"Manuel Margot","TBR",159,29,9,0,1,13,25,0.32173913,0.452173913,"Manuel Margot",14712,622534
"Ian Happ","CHC",231,27,11,1,12,30,63,0.325925925,0.451851851,"Ian Happ",17919,664023
"Ender Inciarte","ATL",131,18,2,1,1,12,25,0.344086021,0.451612903,"Ender Inciarte",4922,542255
"Andrés Giménez","NYM",132,23,3,2,3,7,28,0.337078651,0.449438202,"Andres Gimenez",19950,665926
"Howie Kendrick","WSN",100,19,4,0,2,7,17,0.22368421,0.447368421,"Howie Kendrick",4229,435062
"Dylan Carlson","STL",119,11,7,1,3,8,35,0.315789473,0.447368421,"Dylan Carlson",20126,666185
"Trea Turner","WSN",259,47,15,4,12,22,36,0.346733668,0.44723618,"Trea Turner",16252,607208
"Mitch Moreland","- - -",152,17,9,0,10,15,32,0.417475728,0.446601941,"Mitch Moreland",3086,519048
"José Abreu","CHW",262,42,15,0,19,18,59,0.318681318,0.445054945,"Jose Abreu",15676,547989
"Austin Barnes","LAD",104,17,3,0,1,13,24,0.38095238,0.444444444,"Austin Barnes",12158,605131
"Jurickson Profar","SDP",202,37,6,0,7,15,28,0.305194805,0.441558441,"Jurickson Profar",10815,595777
"Max Muncy","LAD",248,23,4,0,12,39,60,0.420689655,0.44137931,"Max Muncy",13301,571970
"Hanser Alberto","BAL",231,44,15,0,3,5,30,0.309782608,0.440217391,"Hanser Alberto",11902,593643
"José Marmolejos","SEA",115,12,4,0,6,7,32,0.386666666,0.44,"Jose Marmolejos",15767,592530
"J.P. Crawford","SEA",232,41,7,2,2,23,39,0.325301204,0.439759036,"J.P. Crawford",15491,641487
"Taylor Ward","LAA",102,18,6,2,0,8,28,0.272727272,0.439393939,"Taylor Ward",17548,621493
"Ryan Mountcastle","BAL",140,32,5,0,5,11,30,0.367346938,0.43877551,"Ryan Mountcastle",18373,663624
"Jeff McNeil","NYM",209,39,14,0,4,20,24,0.320987654,0.438271604,"Jeff McNeil",15362,643446
"Asdrúbal Cabrera","WSN",213,26,9,3,8,19,40,0.379084967,0.437908496,"Asdrubal Cabrera",4962,452678
"Bryan Reynolds","PIT",208,20,6,2,7,21,57,0.34375,0.4375,"Bryan Reynolds",19326,668804
"Adam Frazier","PIT",230,34,7,0,7,17,35,0.350574712,0.436781609,"Adam Frazier",15223,624428
"Dexter Fowler","STL",101,15,2,0,4,10,28,0.370967741,0.43548387,"Dexter Fowler",4062,451594
"Cedric Mullins","BAL",153,28,4,3,3,8,37,0.347826086,0.434782608,"Cedric Mullins",17929,656775
"Jo Adell","LAA",132,13,4,0,3,7,55,0.376811594,0.434782608,"Jo Adell",20220,666176
"Alex Gordon","KCR",184,26,4,0,4,18,37,0.336065573,0.434426229,"Alex Gordon",5209,460086
"Tyler O'Neill","STL",157,12,5,0,7,15,43,0.412371134,0.43298969,"Tyler O'Neill",15711,641933
"Willy Adames","TBR",205,24,15,1,8,20,74,0.315315315,0.432432432,"Willy Adames",15986,642715
"Tyler Naquin","CLE",141,16,8,1,4,5,40,0.336842105,0.431578947,"Tyler Naquin",13359,571980
"Travis d'Arnaud","ATL",184,36,8,0,9,16,50,0.301724137,0.431034482,"Travis d'Arnaud",7739,518595
"Kyle Lewis","SEA",242,40,3,0,11,34,71,0.364963503,0.430656934,"Kyle Lewis",19508,641786
"Sean Murphy","OAK",140,15,5,0,7,24,37,0.392405063,0.430379746,"Sean Murphy",19352,669221
"Ramón Laureano","OAK",222,24,8,1,6,24,58,0.3515625,0.4296875,"Ramon Laureano",17128,657656
"Jose Iglesias","BAL",150,33,17,0,3,3,17,0.214285714,0.428571428,"Jose Iglesias",10231,578428
"Evan White","SEA",202,17,7,0,8,18,84,0.418367346,0.428571428,"Evan White",20078,657108
"Christian Walker","ARI",243,33,18,1,7,19,50,0.339181286,0.426900584,"Christian Walker",13419,572233
"Carlos Santana","CLE",255,26,7,0,8,47,43,0.396341463,0.426829268,"Carlos Santana",2396,467793
"Keston Hiura","MIL",246,29,4,0,13,16,85,0.373134328,0.425373134,"Keston Hiura",20003,669374
"Yadier Molina","STL",156,32,2,0,4,6,21,0.368,0.424,"Yadier Molina",7007,425877
"Brad Miller","STL",171,17,8,1,7,25,46,0.340206185,0.422680412,"Brad Miller",12775,543543
"Eric Thames","WSN",140,17,5,0,3,14,42,0.37037037,0.419753086,"Eric Thames",3711,519346
"Miguel Cabrera","DET",231,37,4,0,10,24,51,0.316129032,0.419354838,"Miguel Cabrera",1744,408234
"Carson Kelly","ARI",129,17,5,0,5,6,29,0.387096774,0.419354838,"Carson Kelly",13620,608348
"Willi Castro","DET",140,33,4,2,6,7,38,0.311827956,0.419354838,"Willi Castro",17338,650489
"Justin Upton","LAA",166,16,5,0,9,11,43,0.447619047,0.419047619,"Justin Upton",5222,457708
"Hunter Renfroe","TBR",139,6,5,0,8,14,37,0.476744186,0.418604651,"Hunter Renfroe",15464,592669
"Daniel Murphy","COL",132,23,3,0,3,7,21,0.3592233,0.417475728,"Daniel Murphy",4316,502517
"Brandon Crawford","SFG",193,24,12,0,8,15,47,0.354330708,0.417322834,"Brandon Crawford",5343,543063
"Austin Riley","ATL",206,29,7,1,8,16,49,0.345323741,0.417266187,"Austin Riley",18360,663586
"Pedro Severino","BAL",178,29,5,1,5,16,40,0.341666666,0.416666666,"Pedro Severino",14523,600474
"Gleyber Torres","NYY",160,22,8,0,3,22,28,0.388888888,0.416666666,"Gleyber Torres",16997,650402
"Christian Vázquez","BOS",189,33,9,0,7,16,43,0.384615384,0.415384615,"Christian Vazquez",9774,543877
"Mike Tauchman","NYY",111,17,6,0,0,14,26,0.285714285,0.414285714,"Mike Tauchman",15274,643565
"Randal Grichuk","TOR",231,38,9,0,12,13,49,0.366863905,0.414201183,"Randal Grichuk",10243,545341
"Michael Conforto","NYM",233,44,12,0,9,24,57,0.28275862,0.413793103,"Michael Conforto",16376,624424
"Ozzie Albies","ATL",124,21,5,0,6,5,30,0.448275862,0.413793103,"Ozzie Albies",16556,645277
"Luis Arraez","MIN",121,27,9,0,0,8,11,0.294117647,0.411764705,"Luis Arraez",18568,650333
"Alex Dickerson","SFG",170,24,10,1,10,16,30,0.393442622,0.409836065,"Alex Dickerson",12649,543105
"Kevin Pillar","- - -",223,39,12,3,6,13,41,0.34939759,0.409638554,"Kevin Pillar",12434,607680
"Clint Frazier","NYY",160,20,6,1,8,25,44,0.34090909,0.409090909,"Clint Frazier",15983,640449
"Harrison Bader","STL",125,11,7,2,4,13,40,0.439393939,0.409090909,"Harrison Bader",18030,664056
"Carter Kieboom","WSN",122,19,1,0,0,17,33,0.287878787,0.409090909,"Carter Kieboom",19958,666198
"Marwin Gonzalez","MIN",199,28,4,0,5,17,41,0.379562043,0.408759124,"Marwin Gonzalez",5497,503556
"DJ Stewart","BAL",112,8,2,0,7,20,38,0.428571428,0.408163265,"DJ Stewart",17766,621466
"Matt Kemp","COL",132,19,3,0,6,15,41,0.328947368,0.407894736,"Matt Kemp",5631,461314
"Gio Urshela","NYY",174,28,11,0,6,18,25,0.323076923,0.407692307,"Gio Urshela",10681,570482
"Dominic Smith","NYM",199,24,21,1,10,14,45,0.333333333,0.407407407,"Dominic Smith",15653,642086
"Lourdes Gurriel Jr.","TOR",224,39,14,0,11,14,48,0.333333333,0.407407407,"Lourdes Gurriel Jr.",19238,666971
"Trent Grisham","SDP",252,33,8,3,10,31,64,0.344827586,0.406896551,"Trent Grisham",18564,663757
"Luke Voit","NYY",234,32,5,0,22,17,54,0.39375,0.40625,"Luke Voit",14811,572228
"Bo Bichette","TOR",128,22,9,1,5,5,27,0.333333333,0.40625,"Bo Bichette",19612,666182
"Miguel Rojas","MIA",143,23,10,1,4,16,18,0.349056603,0.405660377,"Miguel Rojas",7802,500743
"Enrique Hernández","LAD",148,18,8,1,5,6,31,0.394495412,0.403669724,"Enrique Hernandez",10472,571771
"Yoán Moncada","CHW",231,28,8,3,6,28,72,0.372093023,0.403100775,"Yoan Moncada",17232,660162
"Max Stassi","LAA",105,16,2,0,7,11,21,0.375,0.402777777,"Max Stassi",10059,545358
"Nick Markakis","ATL",141,17,15,0,1,10,23,0.271028037,0.401869158,"Nick Markakis",5930,455976
"Jeimer Candelario","DET",206,34,11,3,7,20,49,0.34074074,0.4,"Jeimer Candelario",13621,600869
"AJ Pollock","LAD",210,29,9,0,16,12,45,0.39869281,0.39869281,"AJ Pollock",9256,572041
"Albert Pujols","LAA",163,20,8,0,6,9,25,0.40625,0.3984375,"Albert Pujols",1177,405395
"Yoshi Tsutsugo","TBR",185,17,5,1,8,26,50,0.453703703,0.398148148,"Yoshi Tsutsugo",27459,660294
"Tommy La Stella","- - -",228,34,14,2,5,27,12,0.403225806,0.397849462,"Tommy La Stella",12371,600303
"Justin Smoak","- - -",132,9,7,0,5,10,42,0.358974358,0.397435897,"Justin Smoak",9054,475253
"Austin Slater","SFG",104,16,2,1,5,16,22,0.317460317,0.396825396,"Austin Slater",16153,596103
"Jacob Stallings","PIT",143,21,7,0,3,15,40,0.395348837,0.395348837,"Jacob Stallings",13723,607732
"Austin Nola","- - -",184,27,9,1,7,18,34,0.372093023,0.395348837,"Austin Nola",15941,543592
"Jedd Gyorko","MIL",135,17,3,0,9,15,38,0.407407407,0.395061728,"Jedd Gyorko",10816,576397
"Ji Man Choi","TBR",145,12,13,0,3,20,36,0.404494382,0.393258426,"Ji Man Choi",5452,596847
"Pete Alonso","NYM",239,26,6,0,16,24,61,0.439189189,0.391891891,"Pete Alonso",19251,624413
"Omar Narváez","MIL",126,13,4,0,2,16,39,0.36231884,0.391304347,"Omar Narvaez",13338,553882
"Aaron Judge","NYY",114,14,3,0,9,10,32,0.405797101,0.391304347,"Aaron Judge",15640,592450
"Matt Joyce","MIA",148,26,4,0,2,20,41,0.344827586,0.390804597,"Matt Joyce",3353,459964
"Robbie Grossman","OAK",192,18,12,2,8,21,38,0.3828125,0.390625,"Robbie Grossman",5254,543257
"Darin Ruf","SFG",100,13,6,0,5,13,23,0.328125,0.390625,"Darin Ruf",9929,573131
"Daulton Varsho","ARI",115,9,5,2,3,12,33,0.421875,0.390625,"Daulton Varsho",19918,662139
"Jay Bruce","PHI",103,7,4,2,6,7,24,0.458333333,0.388888888,"Jay Bruce",9892,457803
"Mike Yastrzemski","SFG",225,29,14,4,10,30,55,0.423357664,0.386861313,"Mike Yastrzemski",14854,573262
"Joey Votto","CIN",223,23,8,0,11,37,43,0.391608391,0.384615384,"Joey Votto",4314,458015
"Matt Carpenter","STL",169,16,6,0,4,23,48,0.395604395,0.384615384,"Matt Carpenter",8090,572761
"Francisco Lindor","CLE",266,40,13,0,8,24,41,0.358974358,0.384615384,"Francisco Lindor",12916,596019
"Scott Kingery","PHI",124,10,5,0,3,9,35,0.435897435,0.384615384,"Scott Kingery",17975,664068
"Corey Seager","LAD",232,37,12,1,15,17,37,0.389830508,0.38418079,"Corey Seager",13624,608369
"Leody Taveras","TEX",134,16,6,1,4,14,43,0.328767123,0.383561643,"Leody Taveras",18900,665750
"Wil Myers","SDP",218,26,14,2,15,18,56,0.382978723,0.382978723,"Wil Myers",10047,571976
"Cavan Biggio","TOR",265,31,16,0,8,41,61,0.407643312,0.382165605,"Cavan Biggio",19252,624415
"Anthony Rizzo","CHC",243,28,6,0,11,28,38,0.375757575,0.381818181,"Anthony Rizzo",3473,519203
"Yuli Gurriel","HOU",230,30,12,1,6,12,27,0.423280423,0.38095238,"Yuli Gurriel",19198,493329
"Gary Sánchez","NYY",178,9,4,0,10,18,64,0.456521739,0.380434782,"Gary Sanchez",11442,596142
"Kyle Tucker","HOU",228,29,12,6,9,18,46,0.417177914,0.380368098,"Kyle Tucker",18345,663656
"Jorge Soler","KCR",174,18,8,0,8,19,60,0.388888888,0.377777777,"Jorge Soler",14221,624585
"James McCann","CHW",111,18,3,0,7,8,30,0.376811594,0.376811594,"James McCann",12859,543510
"Cody Bellinger","LAD",243,29,10,0,12,30,42,0.405882352,0.376470588,"Cody Bellinger",15998,641355
"Phil Gosselin","PHI",102,15,5,0,3,10,27,0.328125,0.375,"Phil Gosselin",10953,594838
"Kole Calhoun","ARI",228,18,9,0,16,28,50,0.388888888,0.375,"Kole Calhoun",11200,594777
"Ty France","- - -",155,29,9,1,4,11,37,0.317307692,0.375,"Ty France",17982,664034
"Luis Robert Jr.","CHW",227,28,8,0,11,20,73,0.427480916,0.374045801,"Luis Robert Jr.",20043,673357
"Kris Bryant","CHC",147,17,5,1,4,12,40,0.45054945,0.373626373,"Kris Bryant",15429,592178
"Nolan Arenado","COL",201,29,9,0,8,15,20,0.469879518,0.373493975,"Nolan Arenado",9777,571448
"Dansby Swanson","ATL",264,40,15,0,10,22,71,0.385542168,0.373493975,"Dansby Swanson",18314,621020
"Ben Gamel","MIL",127,15,8,1,3,13,39,0.24,0.373333333,"Ben Gamel",12160,592325
"Ryan Braun","MIL",141,14,7,1,8,7,27,0.392156862,0.372549019,"Ryan Braun",3410,460075
"Manny Machado","SDP",254,39,12,1,16,26,37,0.408376963,0.371727748,"Manny Machado",11493,592518
"Ehire Adrianza","MIN",101,10,7,0,0,11,23,0.384615384,0.369230769,"Ehire Adrianza",8418,501303
"Whit Merrifield","KCR",265,49,12,0,9,12,33,0.373831775,0.369158878,"Whit Merrifield",11281,593160
"Tony Wolters","COL",109,19,4,0,0,6,30,0.235294117,0.367647058,"Tony Wolters",11470,547172
"Marcell Ozuna","ATL",267,45,14,0,18,38,60,0.402366863,0.366863905,"Marcell Ozuna",10324,542303
"Brett Gardner","NYY",158,18,5,1,5,26,35,0.40860215,0.365591397,"Brett Gardner",9927,458731
"Tyler Wade","NYY",105,9,3,0,3,12,22,0.349206349,0.365079365,"Tyler Wade",15730,642180
"Jason Kipnis","CHC",135,15,8,1,3,18,41,0.486486486,0.364864864,"Jason Kipnis",9776,543401
"Eric Sogard","MIL",128,18,5,0,1,11,20,0.322916666,0.364583333,"Eric Sogard",7927,519299
"Miguel Sanó","MIN",205,13,12,0,13,18,90,0.395833333,0.364583333,"Miguel Sano",12164,593934
"Byron Buxton","MIN",135,17,3,0,13,2,36,0.510416666,0.364583333,"Byron Buxton",14161,621439
"Hunter Dozier","KCR",186,24,4,2,6,27,48,0.4,0.363636363,"Hunter Dozier",15117,641531
"Charlie Blackmon","COL",247,48,12,1,6,19,44,0.351955307,0.363128491,"Charlie Blackmon",7859,453568
"Mike Moustakas","CIN",163,15,9,0,8,18,36,0.438095238,0.361904761,"Mike Moustakas",4892,519058
"Yasmani Grandal","CHW",194,22,7,0,8,30,58,0.409523809,0.361904761,"Yasmani Grandal",11368,518735
"Donovan Solano","SFG",203,43,15,1,3,10,39,0.361842105,0.361842105,"Donovan Solano",8623,456781
"Jesús Aguilar","MIA",216,34,10,0,8,23,40,0.381578947,0.361842105,"Jesus Aguilar",11342,542583
"Didi Gregorius","PHI",237,39,10,2,10,15,28,0.430851063,0.361702127,"Didi Gregorius",6012,544369
"José Peraza","BOS",120,15,8,1,1,5,18,0.44680851,0.361702127,"Jose Peraza",13593,606299
"Bryce Harper","PHI",244,27,9,2,13,49,43,0.458333333,0.361111111,"Bryce Harper",11579,547180
