Name,Team,PA,1B,2B,3B,HR,BB,SO,FB%,GB%,NameASCII,PlayerId,MLBAMID
"Jose Miranda","MIN",152,23,4,0,3,9,24,0.305084745,0.491525423,"Jose Miranda",20538,669304
"Riley Greene","DET",416,75,19,4,11,35,114,0.2481203,0.488721804,"Riley Greene",25976,682985
"Tommy Pham","- - -",481,63,27,3,16,47,106,0.291411042,0.487730061,"Tommy Pham",2967,502054
"Christian Bethancourt","TBR",332,44,16,0,11,13,91,0.375,0.486607142,"Christian Bethancourt",10028,542194
"Tyler Stephenson","CIN",517,78,20,2,13,47,135,0.287009063,0.486404833,"Tyler Stephenson",17988,663886
"Joey Meneses","WSN",657,118,36,1,13,38,130,0.311983471,0.48553719,"Joey Meneses",14366,608841
"AJ Pollock","- - -",144,13,4,0,5,9,32,0.40776699,0.485436893,"AJ Pollock",9256,572041
"Matt Vierling","DET",530,89,21,5,10,44,112,0.307901907,0.485013623,"Matt Vierling",21558,663837
"David Peralta","LAD",422,69,25,1,7,20,72,0.299694189,0.483180428,"David Peralta",2136,444482
"Josh Bell","- - -",617,85,28,0,22,63,134,0.341346153,0.483173076,"Josh Bell",13145,605137
"Jacob Stallings","MIA",276,29,14,0,3,27,67,0.367816091,0.48275862,"Jacob Stallings",13723,607732
"Jose Altuve","HOU",410,72,21,2,17,44,71,0.327464788,0.482394366,"Jose Altuve",5417,514888
"Rafael Ortega","NYM",136,21,3,0,1,20,33,0.303797468,0.481012658,"Rafael Ortega",10323,542364
"Esteury Ruiz","OAK",497,84,24,1,5,20,99,0.297935103,0.480825958,"Esteury Ruiz",21780,665923
"Gio Urshela","LAA",228,53,8,1,2,10,36,0.303867403,0.480662983,"Gio Urshela",10681,570482
"Maikel Garcia","KCR",515,98,20,4,4,38,115,0.273743016,0.480446927,"Maikel Garcia",22715,672580
"Joey Votto","CIN",242,22,6,0,14,27,62,0.410958904,0.479452054,"Joey Votto",4314,458015
"Joshua Palacios","PIT",264,38,9,2,10,12,56,0.326315789,0.478947368,"Joshua Palacios",19818,641943
"Josh Donaldson","- - -",189,7,5,0,13,22,50,0.435897435,0.478632478,"Josh Donaldson",5038,518626
"Amed Rosario","- - -",545,95,25,8,6,29,99,0.314009661,0.478260869,"Amed Rosario",15518,642708
"Jazz Chisholm Jr.","MIA",383,55,12,2,19,26,118,0.355263157,0.478070175,"Jazz Chisholm Jr.",20454,665862
"Nathaniel Lowe","TEX",724,105,38,3,17,93,165,0.29934924,0.477223427,"Nathaniel Lowe",19566,663993
"Mike Zunino","CLE",140,12,7,0,3,15,61,0.365079365,0.476190476,"Mike Zunino",13265,572287
"Julio Rodríguez","SEA",714,109,37,2,32,47,175,0.338877338,0.476091476,"Julio Rodriguez",23697,677594
"Tony Kemp","OAK",419,54,13,3,5,44,40,0.341853035,0.476038338,"Tony Kemp",14894,643393
"Tyler Freeman","CLE",168,26,7,0,4,10,30,0.278688524,0.475409836,"Tyler Freeman",22532,671289
"Trey Mancini","CHC",263,39,12,0,4,21,78,0.3375,0.475,"Trey Mancini",15149,641820
"Brian Anderson","MIL",361,48,12,3,9,36,108,0.333333333,0.474178403,"Brian Anderson",18289,605119
"Myles Straw","CLE",518,88,18,3,1,42,97,0.306010928,0.472677595,"Myles Straw",17620,664702
"Austin Wynns","- - -",145,20,6,0,1,9,39,0.351648351,0.472527472,"Austin Wynns",15271,642851
"Mike Tauchman","CHC",401,59,18,0,8,56,86,0.291338582,0.472440944,"Mike Tauchman",15274,643565
"Aledmys Díaz","OAK",344,47,20,1,4,17,66,0.341269841,0.472222222,"Aledmys Diaz",15937,649557
"Wander Franco","TBR",491,78,23,6,17,42,69,0.294429708,0.472148541,"Wander Franco",23667,677551
"Everson Pereira","NYY",103,10,4,0,0,8,40,0.301886792,0.471698113,"Everson Pereira",23695,677592
"Michael Harris II","ATL",539,94,33,3,18,25,101,0.306172839,0.471604938,"Michael Harris II",25931,671739
"Ronny Mauricio","NYM",108,19,4,0,2,7,31,0.271428571,0.471428571,"Ronny Mauricio",23698,677595
"Fernando Tatis Jr.","SDP",635,89,33,1,25,53,141,0.336384439,0.471395881,"Fernando Tatis Jr.",19709,665487
"Masyn Winn","STL",137,17,2,0,2,10,26,0.397959183,0.469387755,"Masyn Winn",27479,691026
"Alika Williams","PIT",112,15,5,0,0,9,35,0.3125,0.46875,"Alika Williams",27604,675961
"Brenton Doyle","COL",431,50,16,5,10,22,151,0.347280334,0.468619246,"Brenton Doyle",25479,686668
"Jordan Walker","STL",465,79,19,2,16,37,104,0.352201257,0.468553459,"Jordan Walker",27475,691023
"Nico Hoerner","CHC",688,135,27,4,9,49,83,0.34074074,0.468518518,"Nico Hoerner",21479,663538
"Luis Rengifo","LAA",445,69,15,4,16,41,82,0.36392405,0.46835443,"Luis Rengifo",19858,650859
"Elias Díaz","COL",526,90,25,1,14,34,118,0.360215053,0.467741935,"Elias Diaz",11680,553869
"Joey Wiemer","MIL",410,43,19,0,13,36,116,0.395256916,0.466403162,"Joey Wiemer",27690,686894
"Luis Urías","- - -",177,19,6,0,3,21,41,0.40776699,0.466019417,"Luis Urias",16622,649966
"Brendan Donovan","STL",371,71,10,1,11,33,53,0.302583025,0.464944649,"Brendan Donovan",24679,680977
"Bryson Stott","PHI",640,115,32,2,15,39,100,0.327198364,0.464212678,"Bryson Stott",26294,681082
"Vladimir Guerrero Jr.","TOR",682,103,30,0,26,67,100,0.35375494,0.462450592,"Vladimir Guerrero Jr.",19611,665489
"Aaron Hicks","- - -",312,50,9,1,8,42,69,0.391959798,0.462311557,"Aaron Hicks",5297,543305
"Akil Baddoo","DET",357,43,13,1,11,42,89,0.381165919,0.461883408,"Akil Baddoo",22168,668731
"Corey Dickerson","WSN",152,26,7,1,2,7,28,0.35042735,0.461538461,"Corey Dickerson",10762,572816
"Will Brennan","CLE",455,86,24,0,5,16,57,0.291777188,0.461538461,"Will Brennan",25660,686823
"Willson Contreras","STL",495,66,27,0,20,51,111,0.329153605,0.460815047,"Willson Contreras",11609,575929
"Enmanuel Valdez","BOS",149,23,8,0,6,8,37,0.362745098,0.460784313,"Enmanuel Valdez",21716,665839
"Bo Bichette","TOR",601,122,30,3,20,27,115,0.265350877,0.460526315,"Bo Bichette",19612,666182
"Carlos Correa","MIN",580,69,29,2,18,59,131,0.339378238,0.458549222,"Carlos Correa",14162,621043
"Cam Gallagher","CLE",149,12,6,0,0,4,46,0.395833333,0.458333333,"Cam Gallagher",12981,595956
"Nick Fortes","MIA",323,44,10,0,6,17,59,0.411016949,0.457627118,"Nick Fortes",21538,663743
"Manuel Margot","TBR",336,56,21,1,4,18,55,0.34765625,0.45703125,"Manuel Margot",14712,622534
"Harold Castro","COL",270,51,13,0,1,9,66,0.284974093,0.455958549,"Harold Castro",14691,605612
"Tucker Barnhart","CHC",123,18,3,0,1,12,42,0.352941176,0.455882352,"Tucker Barnhart",10200,571466
"Jonathan Schoop","DET",151,21,8,0,0,13,37,0.336633663,0.455445544,"Jonathan Schoop",11265,570731
"Johan Rojas","PHI",164,32,9,2,2,5,42,0.336633663,0.455445544,"Johan Rojas",24336,679032
"Michael Conforto","SFG",470,68,14,0,15,53,106,0.381578947,0.453947368,"Michael Conforto",16376,624424
"Christian Arroyo","BOS",206,28,16,0,3,7,45,0.361842105,0.453947368,"Christian Arroyo",16434,624414
"Andrés Giménez","CLE",616,93,27,5,15,32,112,0.372997711,0.453089244,"Andres Gimenez",19950,665926
"Miguel Rojas","LAD",423,69,16,1,5,26,48,0.352941176,0.452941176,"Miguel Rojas",7802,500743
"Freddy Fermin","KCR",235,41,10,1,9,13,50,0.327380952,0.452380952,"Freddy Fermin",21840,666023
"Mauricio Dubón","HOU",492,91,26,3,10,19,70,0.339195979,0.452261306,"Mauricio Dubon",16530,643289
"Alex Verdugo","BOS",602,89,37,5,13,45,93,0.338427947,0.451965065,"Alex Verdugo",17027,657077
"Yasmani Grandal","CHW",405,63,14,0,8,36,86,0.365591397,0.451612903,"Yasmani Grandal",11368,518735
"Luis Matos","SFG",253,41,13,1,2,20,33,0.374358974,0.451282051,"Luis Matos",26467,682641
"Tyler Nevin","DET",111,13,3,1,2,12,25,0.394366197,0.450704225,"Tyler Nevin",17893,663527
"Austin Hays","BAL",566,89,36,2,16,38,141,0.380208333,0.450520833,"Austin Hays",19363,669720
"Gunnar Henderson","BAL",622,77,29,9,28,56,159,0.358910891,0.450495049,"Gunnar Henderson",26289,683002
"Steven Kwan","CLE",718,123,36,7,5,70,75,0.297153024,0.450177935,"Steven Kwan",24610,680757
"Oswaldo Cabrera","NYY",330,47,11,0,5,25,72,0.395454545,0.45,"Oswaldo Cabrera",21707,665828
"José Abreu","HOU",594,86,23,1,18,42,130,0.362980769,0.44951923,"Jose Abreu",15676,547989
"Elehuris Montero","COL",307,41,15,2,11,15,111,0.375,0.448863636,"Elehuris Montero",20543,660707
"Ketel Marte","ARI",650,97,26,9,25,71,109,0.362068965,0.448275862,"Ketel Marte",13613,606466
"Brandon Marsh","PHI",472,69,25,6,12,59,144,0.340996168,0.448275862,"Brandon Marsh",20202,669016
"Kerry Carpenter","DET",459,77,17,2,20,32,115,0.355263157,0.447368421,"Kerry Carpenter",25961,681481
"Josh Smith","TEX",232,21,8,1,6,25,55,0.404255319,0.44680851,"Josh Smith",26396,669701
"Bryce Harper","PHI",546,83,29,1,21,80,119,0.304733727,0.446745562,"Bryce Harper",11579,547180
"Tom Murphy","SEA",159,22,12,0,8,10,44,0.368932038,0.446601941,"Tom Murphy",13499,608596
"Kevin Newman","CIN",253,38,16,0,3,17,34,0.312820512,0.446153846,"Kevin Newman",17696,621028
"Sam Haggerty","SEA",108,18,3,1,1,15,17,0.337837837,0.445945945,"Sam Haggerty",18054,664059
"Henry Davis","PIT",255,31,10,0,7,25,69,0.369426751,0.445859872,"Henry Davis",29617,680779
"Dansby Swanson","CHC",638,88,25,3,22,66,154,0.351089588,0.445520581,"Dansby Swanson",18314,621020
"Ramón Laureano","- - -",404,50,18,4,9,33,114,0.360323886,0.445344129,"Ramon Laureano",17128,657656
"Mark Canha","- - -",507,77,25,1,11,49,79,0.397790055,0.444751381,"Mark Canha",11445,592192
"Andrew Vaughn","CHW",615,93,30,2,21,36,129,0.359908883,0.444191343,"Andrew Vaughn",26197,683734
"Jorge Mateo","BAL",350,46,14,2,7,22,82,0.375527426,0.443037974,"Jorge Mateo",17273,622761
"Leody Taveras","TEX",554,88,31,3,14,35,117,0.336683417,0.442211055,"Leody Taveras",18900,665750
"George Springer","TOR",683,111,25,1,21,60,125,0.354378818,0.441955193,"George Springer",12856,543807
"Thairo Estrada","SFG",530,92,26,2,14,22,120,0.348648648,0.44054054,"Thairo Estrada",16426,642731
"Lane Thomas","WSN",682,101,36,3,28,36,176,0.372549019,0.440087145,"Lane Thomas",16939,657041
"Francisco Alvarez","NYM",423,43,12,0,25,34,110,0.428571428,0.439560439,"Francisco Alvarez",26121,682626
"Corbin Carroll","ARI",645,96,30,10,25,57,125,0.370709382,0.439359267,"Corbin Carroll",25878,682998
"Nelson Cruz","SDP",152,24,5,1,5,6,46,0.346938775,0.43877551,"Nelson Cruz",2434,443558
"Kolten Wong","- - -",250,31,6,0,4,18,53,0.402366863,0.437869822,"Kolten Wong",12532,543939
"Carlos Santana","- - -",619,75,33,1,23,65,104,0.38,0.437777777,"Carlos Santana",2396,467793
"Andy Ibáñez","DET",383,58,23,2,11,24,69,0.402777777,0.4375,"Andy Ibanez",18819,628451
"CJ Abrams","WSN",614,86,28,6,18,32,118,0.38063063,0.436936936,"CJ Abrams",25768,682928
"Ryan Mountcastle","BAL",470,74,21,1,18,37,107,0.368421052,0.436532507,"Ryan Mountcastle",18373,663624
"Dylan Carlson","STL",255,34,8,1,5,26,49,0.38372093,0.436046511,"Dylan Carlson",20126,666185
"Santiago Espinal","TOR",254,41,14,0,2,18,36,0.341968911,0.43523316,"Santiago Espinal",19997,669289
"Garrett Cooper","- - -",457,70,18,1,17,31,132,0.325342465,0.434931506,"Garrett Cooper",15279,643265
"JJ Bleday","OAK",303,29,11,0,10,42,72,0.429347826,0.434782608,"JJ Bleday",26368,668709
"Ryan O'Hearn","BAL",368,63,22,1,14,15,82,0.36329588,0.434456928,"Ryan O'Hearn",16442,656811
"Jason Delay","PIT",187,29,11,1,1,14,44,0.319672131,0.434426229,"Jason Delay",19806,641511
"Emmanuel Rivera","ARI",283,50,13,0,4,22,56,0.326829268,0.434146341,"Emmanuel Rivera",19890,656896
"Eduardo Escobar","- - -",309,48,6,5,6,18,78,0.367924528,0.433962264,"Eduardo Escobar",6153,500871
"Daniel Vogelbach","NYM",319,43,8,0,13,42,81,0.386597938,0.43298969,"Daniel Vogelbach",14130,596129
"Ryan McMahon","COL",627,76,31,3,23,68,198,0.33519553,0.432960893,"Ryan McMahon",15112,641857
"Teoscar Hernández","SEA",678,104,29,2,26,38,211,0.372921615,0.432304038,"Teoscar Hernandez",13066,606192
"Yainer Diaz","HOU",377,55,22,0,23,11,74,0.365853658,0.432055749,"Yainer Diaz",23003,673237
"Patrick Bailey","SFG",353,50,18,1,7,21,100,0.343612334,0.431718061,"Patrick Bailey",27478,672275
"Pavin Smith","ARI",228,24,5,0,7,35,45,0.376712328,0.431506849,"Pavin Smith",19892,656976
"Giancarlo Stanton","NYY",415,34,13,0,24,41,124,0.443548387,0.431451612,"Giancarlo Stanton",4949,519317
"Seiya Suzuki","CHC",583,90,31,6,20,59,130,0.344387755,0.431122448,"Seiya Suzuki",30116,673548
"Lourdes Gurriel Jr.","ARI",592,83,35,2,24,33,103,0.355555555,0.431111111,"Lourdes Gurriel Jr.",19238,666971
"José Azocar","SDP",102,13,6,0,2,4,24,0.292307692,0.43076923,"Jose Azocar",18821,640492
"Jose Herrera","ARI",120,16,5,0,0,13,30,0.333333333,0.430555555,"Jose Herrera",17040,645444
"Bryan Reynolds","PIT",640,91,31,5,24,53,138,0.330316742,0.429864253,"Bryan Reynolds",19326,668804
"Jarred Kelenic","SEA",416,56,25,2,11,41,132,0.280991735,0.429752066,"Jarred Kelenic",22558,672284
"Randy Arozarena","TBR",654,95,19,3,23,80,156,0.389447236,0.429648241,"Randy Arozarena",19290,668227
"Rob Refsnyder","BOS",243,39,9,1,1,33,47,0.301282051,0.429487179,"Rob Refsnyder",13770,608701
"Jake Burger","- - -",540,60,28,1,34,32,149,0.386167146,0.429394812,"Jake Burger",22275,669394
"Luis Arraez","MIA",617,160,30,3,10,35,34,0.286506469,0.428835489,"Luis Arraez",18568,650333
"Christian Vázquez","MIN",355,54,13,0,6,25,82,0.33877551,0.428571428,"Christian Vazquez",9774,543877
"Yu Chang","BOS",112,9,2,0,6,3,34,0.385714285,0.428571428,"Yu Chang",14773,644374
"Kevin Smith","OAK",146,16,4,0,5,5,51,0.428571428,0.428571428,"Kevin Smith",20242,675656
"Edward Olivares","KCR",385,54,23,4,12,22,64,0.397260273,0.428082191,"Edward Olivares",19698,658668
"Rafael Devers","BOS",656,90,34,0,33,62,126,0.392543859,0.427631578,"Rafael Devers",17350,646240
"Josh Naylor","CLE",495,91,31,0,17,33,68,0.368286445,0.427109974,"Josh Naylor",18839,647304
"Tyler O'Neill","STL",266,32,14,0,9,28,67,0.380116959,0.426900584,"Tyler O'Neill",15711,641933
"Ezequiel Tovar","COL",615,91,37,4,15,25,166,0.338129496,0.426858513,"Ezequiel Tovar",24064,678662
"Garrett Hampson","MIA",252,45,12,1,3,23,67,0.333333333,0.426666666,"Garrett Hampson",19262,641658
"Luke Maile","CIN",199,26,10,0,6,14,49,0.379844961,0.426356589,"Luke Maile",13355,571912
"Hunter Renfroe","- - -",548,65,31,0,20,44,125,0.401595744,0.425531914,"Hunter Renfroe",15464,592669
"Connor Wong","BOS",403,51,25,2,9,22,134,0.353191489,0.425531914,"Connor Wong",19896,657136
"Blake Sabol","SFG",344,50,10,0,13,24,117,0.382978723,0.425531914,"Blake Sabol",25805,666165
"Dominic Canzone","- - -",182,19,13,0,6,8,32,0.39716312,0.425531914,"Dominic Canzone",26438,686527
"Matt Thaiss","LAA",307,41,6,0,9,36,83,0.364640883,0.425414364,"Matt Thaiss",19318,642136
"Andrew McCutchen","PIT",473,69,19,0,12,75,100,0.357142857,0.425170068,"Andrew McCutchen",9847,457705
"Nolan Jones","COL",424,63,22,4,20,53,126,0.375,0.425,"Nolan Jones",20529,666134
"Dominic Smith","WSN",586,100,21,1,12,47,91,0.374429223,0.424657534,"Dominic Smith",15653,642086
"Kyle Farmer","MIN",369,59,14,2,11,23,86,0.365079365,0.424603174,"Kyle Farmer",14813,571657
"Christopher Morel","CHC",429,50,17,3,26,36,133,0.408560311,0.424124513,"Christopher Morel",21897,666624
"Brandon Drury","LAA",523,68,30,3,26,25,136,0.38418079,0.423728813,"Brandon Drury",11615,592273
"Alec Bohm","PHI",611,102,31,0,20,42,94,0.338297872,0.423404255,"Alec Bohm",21618,664761
"Shohei Ohtani","LAA",599,73,26,8,44,91,143,0.394957983,0.422969187,"Shohei Ohtani",19755,660271
"Travis d'Arnaud","ATL",292,36,13,0,11,21,67,0.373134328,0.422885572,"Travis d'Arnaud",7739,518595
"Adley Rutschman","BAL",687,111,31,1,20,92,101,0.345528455,0.422764227,"Adley Rutschman",26288,668939
"Jake Meyers","HOU",341,43,16,1,10,26,88,0.404545454,0.422727272,"Jake Meyers",20308,676694
"Carson Kelly","- - -",151,21,5,0,2,14,40,0.412371134,0.422680412,"Carson Kelly",13620,608348
"Eric Haase","- - -",293,42,8,1,4,17,81,0.37113402,0.422680412,"Eric Haase",14111,606992
"Edmundo Sosa","PHI",300,43,15,2,10,8,74,0.373786407,0.422330097,"Edmundo Sosa",17022,624641
"Billy McKinney","NYY",147,19,3,1,6,17,39,0.377777777,0.422222222,"Billy McKinney",15654,641856
"Michael A. Taylor","MIN",388,42,14,1,21,26,130,0.399082568,0.422018348,"Michael A. Taylor",11489,572191
"Austin Hedges","- - -",212,28,5,0,1,11,47,0.378571428,0.421428571,"Austin Hedges",12976,595978
"Yoán Moncada","CHW",357,55,20,1,11,20,107,0.315789473,0.421052631,"Yoan Moncada",17232,660162
"Nick Senzel","CIN",330,48,10,0,13,26,74,0.385964912,0.421052631,"Nick Senzel",19293,669222
"Pablo Reyes","BOS",185,37,9,0,2,14,21,0.4,0.420689655,"Pablo Reyes",16357,622569
"C.J. Cron","- - -",278,40,12,0,12,17,65,0.4,0.42051282,"C.J. Cron",12546,543068
"Luke Raley","TBR",406,44,23,3,19,28,128,0.446902654,0.420353982,"Luke Raley",19354,670042
"Brandon Crawford","SFG",320,36,11,1,7,28,81,0.4,0.419512195,"Brandon Crawford",5343,543063
"Owen Miller","MIL",314,54,17,0,5,17,61,0.376068376,0.418803418,"Owen Miller",24655,680911
"Ke'Bryan Hayes","PIT",525,81,31,7,15,28,104,0.390306122,0.418367346,"Ke'Bryan Hayes",18577,663647
"Miles Mastrobuoni","CHC",149,26,5,0,1,13,32,0.306122448,0.418367346,"Miles Mastrobuoni",20017,670156
"Ty France","SEA",665,103,32,0,12,43,117,0.348195329,0.418259023,"Ty France",17982,664034
