Name,Team,PA,1B,2B,3B,HR,BB,SO,FB%,GB%,NameASCII,PlayerId,MLBAMID
"Ke'Bryan Hayes","PIT",396,72,9,0,4,23,75,0.282312925,0.527210884,"Ke'Bryan Hayes",18577,663647
"Jacob Young","WSN",521,92,24,1,3,30,102,0.242690058,0.526315789,"Jacob Young",29931,696285
"Brice Turang","MIL",619,107,24,4,7,50,105,0.261261261,0.524774774,"Brice Turang",22186,668930
"Nolan Jones","COL",297,41,13,1,3,36,91,0.273809523,0.523809523,"Nolan Jones",20529,666134
"Ildemaro Vargas","WSN",303,50,16,0,1,19,31,0.282157676,0.522821576,"Ildemaro Vargas",13324,545121
"Emmanuel Rivera","- - -",302,47,9,2,5,26,69,0.31840796,0.522388059,"Emmanuel Rivera",19890,656896
"Francisco Alvarez","NYM",342,46,14,2,11,30,86,0.316964285,0.522321428,"Francisco Alvarez",26121,682626
"Elias Díaz","- - -",351,60,20,0,6,20,69,0.298449612,0.519379844,"Elias Diaz",11680,553869
"Jacob Wilson","OAK",103,19,2,2,0,8,10,0.26506024,0.518072289,"Jacob Wilson",33266,805779
"Blaze Alexander","ARI",185,31,7,0,3,15,49,0.327586206,0.517241379,"Blaze Alexander",23789,677942
"Jason Heyward","- - -",258,24,12,2,10,22,53,0.331460674,0.516853932,"Jason Heyward",4940,518792
"Lars Nootbaar","STL",405,52,18,3,12,52,79,0.302583025,0.516605166,"Lars Nootbaar",21454,663457
"Gabriel Arias","CLE",161,21,9,1,3,6,53,0.247524752,0.514851485,"Gabriel Arias",22563,672356
"Juan Yepez","WSN",249,43,15,0,6,18,42,0.294117647,0.513368983,"Juan Yepez",18400,660766
"Vidal Bruján","MIA",278,37,14,2,2,25,54,0.306878306,0.513227513,"Vidal Brujan",20536,660644
"Yainer Diaz","HOU",619,127,29,3,16,24,107,0.263374485,0.512345679,"Yainer Diaz",23003,673237
"Amed Rosario","- - -",346,69,18,3,3,9,73,0.276923076,0.511538461,"Amed Rosario",15518,642708
"Ronald Acuña Jr.","ATL",222,35,8,1,4,27,53,0.273381294,0.510791366,"Ronald Acuna Jr.",18401,660670
"Jordan Walker","STL",178,17,10,1,5,10,50,0.422413793,0.508620689,"Jordan Walker",27475,691023
"Xavier Edwards","MIA",303,69,12,5,1,33,52,0.265402843,0.507109004,"Xavier Edwards",22266,669364
"George Springer","TOR",614,79,19,3,19,60,115,0.328703703,0.506944444,"George Springer",12856,543807
"Jonathan Aranda","TBR",143,17,7,0,6,12,32,0.350515463,0.505154639,"Jonathan Aranda",21837,666018
"Nick Gordon","MIA",275,39,11,1,8,11,67,0.285714285,0.50510204,"Nick Gordon",16337,624503
"Cristian Pache","- - -",183,23,8,1,1,17,64,0.343434343,0.505050505,"Cristian Pache",19948,665506
"Austin Slater","- - -",212,31,4,0,2,26,60,0.213675213,0.504273504,"Austin Slater",16153,596103
"Jake McCarthy","ARI",495,98,13,7,8,31,78,0.29059829,0.504273504,"Jake McCarthy",21622,664983
"Starling Marte","NYM",370,67,13,3,7,27,81,0.228,0.504,"Starling Marte",9241,516782
"Andrés Giménez","CLE",633,115,22,1,9,26,97,0.291581108,0.503080082,"Andres Gimenez",19950,665926
"Jesús Sánchez","MIA",537,79,25,1,18,41,140,0.294285714,0.502857142,"Jesus Sanchez",19913,660821
"Anthony Volpe","NYY",689,109,27,7,12,42,156,0.286610878,0.50209205,"Anthony Volpe",27647,683011
"Miguel Andujar","OAK",319,67,14,1,4,13,42,0.318007662,0.501915708,"Miguel Andujar",15878,609280
"Dansby Swanson","CHC",593,84,27,2,16,54,144,0.333333333,0.498727735,"Dansby Swanson",18314,621020
"Kyle Isbel","KCR",426,59,13,8,8,27,88,0.332203389,0.498305084,"Kyle Isbel",21614,664728
"Victor Caratini","HOU",274,49,8,1,8,23,53,0.297435897,0.497435897,"Victor Caratini",14968,605170
"Edward Olivares","PIT",196,30,4,0,5,16,37,0.326241134,0.4964539,"Edward Olivares",19698,658668
"Josh Bell","- - -",603,90,23,2,19,51,120,0.33016627,0.496437054,"Josh Bell",13145,605137
"Gabriel Moreno","ARI",351,57,18,1,5,41,52,0.3203125,0.49609375,"Gabriel Moreno",22664,672515
"Kyle Stowers","- - -",209,24,11,2,3,13,74,0.327731092,0.495798319,"Kyle Stowers",26151,669065
"Joey Meneses","WSN",313,51,11,0,3,21,63,0.34375,0.495535714,"Joey Meneses",14366,608841
"Darell Hernaiz","OAK",135,19,3,0,1,11,27,0.365591397,0.494623655,"Darell Hernaiz",26224,687231
"Michael Harris II","ATL",470,83,14,3,16,23,94,0.298850574,0.494252873,"Michael Harris II",25931,671739
"Riley Adams","WSN",130,18,5,1,2,10,35,0.325301204,0.493975903,"Riley Adams",19864,656180
"Jeremy Peña","HOU",650,115,28,2,15,25,111,0.314516129,0.493951612,"Jeremy Pena",21636,665161
"Mark Canha","- - -",462,68,20,0,7,51,96,0.337748344,0.493377483,"Mark Canha",11445,592192
"Alex Verdugo","NYY",621,88,28,1,13,49,93,0.338266384,0.492600422,"Alex Verdugo",17027,657077
"Maikel Garcia","KCR",626,94,27,5,7,42,103,0.306553911,0.492600422,"Maikel Garcia",22715,672580
"Orlando Arcia","ATL",602,79,24,0,17,41,128,0.358139534,0.490697674,"Orlando Arcia",13185,606115
"Austin Barnes","LAD",156,33,3,0,1,14,36,0.288461538,0.490384615,"Austin Barnes",12158,605131
"Ryan McMahon","COL",645,89,28,0,20,69,185,0.315104166,0.489583333,"Ryan McMahon",15112,641857
"Tyler Soderstrom","OAK",213,25,10,0,9,20,53,0.379562043,0.489051094,"Tyler Soderstrom",27467,691016
"Jazz Chisholm Jr.","- - -",621,95,21,4,24,53,152,0.350617283,0.488888888,"Jazz Chisholm Jr.",20454,665862
"Freddy Fermin","KCR",368,72,14,0,6,23,66,0.309701492,0.48880597,"Freddy Fermin",21840,666023
"Joey Ortiz","MIL",511,63,25,6,11,56,103,0.367647058,0.488235294,"Joey Ortiz",25493,687401
"Jerar Encarnacion","SFG",119,18,5,0,5,5,34,0.275,0.4875,"Jerar Encarnacion",21871,666464
"José Tena","- - -",168,35,5,0,3,7,41,0.299145299,0.487179487,"Jose Tena",23691,677588
"Jose Iglesias","NYM",291,70,16,1,4,12,39,0.275862068,0.487068965,"Jose Iglesias",10231,578428
"Gavin Lux","LAD",487,74,24,2,10,44,110,0.299093655,0.486404833,"Gavin Lux",19955,666158
"Grant McCray","SFG",130,15,3,2,5,6,56,0.34375,0.484375,"Grant McCray",25690,687529
"Sean Bouchard","COL",108,9,7,0,1,12,33,0.366666666,0.483333333,"Sean Bouchard",21270,656248
"Jackson Chourio","MIL",573,91,29,4,21,39,121,0.315270935,0.48275862,"Jackson Chourio",28806,694192
"Korey Lee","CHW",394,52,14,1,12,17,122,0.358565737,0.482071713,"Korey Lee",25543,686676
"Christian Encarnacion-Strand","CIN",123,14,6,0,2,4,35,0.337349397,0.48192771,"Christian Encarnacion-Strand",30011,687952
"Miguel Rojas","LAD",337,60,21,0,6,23,34,0.286764705,0.481617647,"Miguel Rojas",7802,500743
"Ketel Marte","ARI",583,86,23,2,36,65,106,0.345679012,0.481481481,"Ketel Marte",13613,606466
"Oliver Dunn","MIL",104,16,2,2,1,6,40,0.277777777,0.481481481,"Oliver Dunn",26295,686554
"Kevin Newman","ARI",311,59,17,1,3,15,48,0.298755186,0.4813278,"Kevin Newman",17696,621028
"Vladimir Guerrero Jr.","TOR",697,124,44,1,30,72,96,0.333969465,0.48091603,"Vladimir Guerrero Jr.",19611,665489
"Junior Caminero","TBR",177,25,9,1,6,11,38,0.385826771,0.48031496,"Junior Caminero",28163,691406
"Xander Bogaerts","SDP",463,86,15,1,11,28,79,0.343661971,0.478873239,"Xander Bogaerts",12161,593428
"Alex Kirilloff","MIN",178,16,8,3,5,15,47,0.391304347,0.478260869,"Alex Kirilloff",20325,666135
"Oneil Cruz","PIT",599,82,34,3,21,51,181,0.337912087,0.478021978,"Oneil Cruz",21711,665833
"Bo Bichette","TOR",336,49,16,1,4,20,64,0.301204819,0.477911646,"Bo Bichette",19612,666182
"Sal Frelick","MIL",524,95,22,4,2,39,78,0.335897435,0.476923076,"Sal Frelick",29622,686217
"Nathaniel Lowe","TEX",565,96,16,1,16,71,125,0.293150684,0.476712328,"Nathaniel Lowe",19566,663993
"Joey Bart","PIT",282,43,11,0,13,22,73,0.342541436,0.475138121,"Joey Bart",21524,663698
"Daz Cameron","OAK",186,23,5,1,5,13,51,0.391666666,0.475,"Daz Cameron",18353,663662
"Christian Bethancourt","- - -",147,17,7,0,5,5,36,0.393939393,0.474747474,"Christian Bethancourt",10028,542194
"Luis García Jr.","WSN",528,97,25,1,18,27,86,0.325183374,0.474327628,"Luis Garcia Jr.",20391,671277
"Blake Perkins","MIL",434,71,13,2,6,42,108,0.366666666,0.474074074,"Blake Perkins",19921,663368
"Isiah Kiner-Falefa","- - -",496,95,18,4,8,16,78,0.317708333,0.473958333,"Isiah Kiner-Falefa",16512,643396
"Tyler Stephenson","CIN",515,72,26,1,19,48,117,0.336257309,0.47368421,"Tyler Stephenson",17988,663886
"Trea Turner","PHI",539,103,25,0,21,27,98,0.365196078,0.473039215,"Trea Turner",16252,607208
"Jonah Bride","MIA",272,43,10,0,11,30,55,0.364130434,0.472826086,"Jonah Bride",24703,681146
"David Peralta","SDP",260,44,11,0,8,22,54,0.307692307,0.472527472,"David Peralta",2136,444482
"Thairo Estrada","SFG",381,53,15,2,9,10,76,0.340277777,0.472222222,"Thairo Estrada",16426,642731
"Jose Herrera","ARI",114,16,4,1,1,9,27,0.285714285,0.471428571,"Jose Herrera",17040,645444
"Jung Hoo Lee","SFG",158,32,4,0,2,10,13,0.343283582,0.470149253,"Jung Hoo Lee",33824,808982
"Dairon Blanco","KCR",132,23,4,0,4,8,32,0.419753086,0.469135802,"Dairon Blanco",19779,680118
"Ezequiel Duran","TEX",285,52,11,0,3,14,63,0.375609756,0.468292682,"Ezequiel Duran",23733,677649
"Nick Loftin","KCR",171,23,4,0,1,19,24,0.365079365,0.468253968,"Nick Loftin",27630,679845
"Josh Naylor","CLE",633,79,27,0,31,58,105,0.361471861,0.467532467,"Josh Naylor",18839,647304
"Gunnar Henderson","BAL",719,102,31,7,37,78,159,0.326315789,0.467368421,"Gunnar Henderson",26289,683002
"Javier Báez","DET",289,32,12,0,6,12,69,0.349514563,0.466019417,"Javier Baez",12979,595879
"Jarren Duran","BOS",735,108,48,14,21,54,160,0.351669941,0.46561886,"Jarren Duran",24617,680776
"Teoscar Hernández","LAD",652,93,32,2,33,53,188,0.365671641,0.465174129,"Teoscar Hernandez",13066,606192
"Jack Suwinski","PIT",277,28,8,0,9,27,79,0.357142857,0.464285714,"Jack Suwinski",22244,669261
"Travis d'Arnaud","ATL",341,42,16,0,15,24,89,0.355855855,0.463963963,"Travis d'Arnaud",7739,518595
"Elly De La Cruz","CIN",696,89,36,10,25,69,218,0.329974811,0.46347607,"Elly De La Cruz",26668,682829
"Vaughn Grissom","BOS",114,17,3,0,0,7,24,0.292682926,0.463414634,"Vaughn Grissom",26031,687093
"Ben Rortvedt","TBR",328,50,13,0,3,34,88,0.328358208,0.462686567,"Ben Rortvedt",20287,666163
"Carson Kelly","- - -",313,48,9,1,9,25,55,0.392070484,0.462555066,"Carson Kelly",13620,608348
"Jordan Beck","COL",184,23,6,0,3,12,65,0.330188679,0.46226415,"Jordan Beck",31431,687597
"Fernando Tatis Jr.","SDP",438,67,21,1,21,32,96,0.339933993,0.462046204,"Fernando Tatis Jr.",19709,665487
"Nolan Schanuel","LAA",607,98,19,0,13,68,103,0.306413301,0.4608076,"Nolan Schanuel",33189,694384
"Alec Bohm","PHI",606,94,44,2,15,40,86,0.329113924,0.459915611,"Alec Bohm",21618,664761
"Luis Campusano","SDP",299,42,13,0,8,20,41,0.354430379,0.459915611,"Luis Campusano",22217,669134
"Yasmani Grandal","PIT",243,30,10,0,9,24,46,0.364705882,0.458823529,"Yasmani Grandal",11368,518735
"Gio Urshela","- - -",461,79,19,1,9,23,72,0.304945054,0.458791208,"Gio Urshela",10681,570482
"Bryan Reynolds","PIT",692,115,29,3,24,57,156,0.32196162,0.458422174,"Bryan Reynolds",19326,668804
"Jake Cave","COL",346,53,16,5,7,18,98,0.286343612,0.458149779,"Jake Cave",14477,595909
"Kyle McCann","OAK",157,24,4,0,5,16,59,0.358024691,0.456790123,"Kyle McCann",25575,668832
"Ty France","- - -",535,75,24,0,13,38,114,0.362162162,0.456756756,"Ty France",17982,664034
"J.P. Crawford","SEA",451,52,16,2,9,52,102,0.363321799,0.456747404,"J.P. Crawford",15491,641487
"Brayan Rocchio","CLE",442,53,18,0,8,44,90,0.346020761,0.456747404,"Brayan Rocchio",23690,677587
"Rob Refsnyder","BOS",307,49,16,1,11,28,78,0.328205128,0.456410256,"Rob Refsnyder",13770,608701
"Trey Sweeney","DET",119,15,5,0,4,7,32,0.405063291,0.455696202,"Trey Sweeney",29575,700242
"Heston Kjerstad","BAL",114,19,2,0,4,10,33,0.348484848,0.454545454,"Heston Kjerstad",31166,677008
"Christopher Morel","- - -",611,70,11,3,21,61,159,0.401574803,0.454068241,"Christopher Morel",21897,666624
"Alejandro Kirk","TOR",386,61,19,1,5,35,51,0.32885906,0.453020134,"Alejandro Kirk",22581,672386
"Jose Trevino","NYY",234,32,5,0,8,20,41,0.382352941,0.452941176,"Jose Trevino",16725,624431
"Jacob Stallings","COL",281,37,17,1,9,27,65,0.357541899,0.452513966,"Jacob Stallings",13723,607732
"Derek Hill","- - -",172,26,4,2,7,5,56,0.317307692,0.451923076,"Derek Hill",16947,656537
"Tyler Freeman","CLE",383,47,14,1,7,28,53,0.379928315,0.451612903,"Tyler Freeman",22532,671289
"Noelvi Marte","CIN",242,35,9,0,4,9,75,0.348387096,0.451612903,"Noelvi Marte",26517,682622
"Jesse Winker","- - -",508,72,23,0,14,63,106,0.333333333,0.450617283,"Jesse Winker",13590,608385
"Tommy Edman","LAD",153,21,5,1,6,11,30,0.378378378,0.45045045,"Tommy Edman",19470,669242
"Whit Merrifield","- - -",335,49,9,3,4,35,52,0.345833333,0.45,"Whit Merrifield",11281,593160
"J.T. Realmuto","PHI",413,68,18,1,14,27,102,0.333333333,0.448028673,"J.T. Realmuto",11739,592663
"Randy Arozarena","- - -",648,67,33,0,20,73,169,0.409921671,0.446475195,"Randy Arozarena",19290,668227
"Dominic Canzone","SEA",188,18,7,0,8,18,53,0.427350427,0.444444444,"Dominic Canzone",26438,686527
"Ryan Mountcastle","BAL",507,83,30,2,13,27,114,0.339726027,0.443835616,"Ryan Mountcastle",18373,663624
"Abraham Toro","OAK",364,57,17,1,6,20,62,0.363636363,0.443636363,"Abraham Toro",19844,647351
"Colt Keith","DET",556,102,15,4,13,36,110,0.343137254,0.44362745,"Colt Keith",27899,690993
"Nico Hoerner","CHC",641,116,35,1,7,44,66,0.315992292,0.443159922,"Nico Hoerner",21479,663538
"Julio Rodríguez","SEA",613,118,17,0,20,38,156,0.351089588,0.443099273,"Julio Rodriguez",23697,677594
"Donovan Solano","SDP",309,60,13,0,8,22,65,0.328767123,0.442922374,"Donovan Solano",8623,456781
"Dane Myers","MIA",108,15,6,1,3,8,36,0.37704918,0.44262295,"Dane Myers",22054,667472
"Dominic Fletcher","CHW",241,37,8,0,1,11,58,0.333333333,0.442424242,"Dominic Fletcher",26149,666150
"Jake Burger","MIA",579,81,23,1,29,31,150,0.406169665,0.442159383,"Jake Burger",22275,669394
"Tommy Pham","- - -",478,77,20,3,9,35,106,0.337313432,0.441791044,"Tommy Pham",2967,502054
"Jake Fraley","CIN",382,71,19,2,5,26,70,0.314487632,0.441696113,"Jake Fraley",19260,641584
"Mark Vientos","NYM",454,61,22,0,27,33,135,0.360424028,0.441696113,"Mark Vientos",22184,668901
"Corbin Carroll","ARI",684,78,22,14,22,73,130,0.391862955,0.44111349,"Corbin Carroll",25878,682998
"Zach Neto","LAA",602,77,34,1,23,39,140,0.385964912,0.441102756,"Zach Neto",31347,687263
"Luke Raley","SEA",455,55,19,2,22,27,135,0.371647509,0.440613026,"Luke Raley",19354,670042
"Ramón Urías","BAL",301,47,9,2,11,23,55,0.389908256,0.440366972,"Ramon Urias",18795,602104
"Trevor Larnach","MIN",400,60,17,0,15,40,89,0.373134328,0.440298507,"Trevor Larnach",21501,663616
"Edmundo Sosa","PHI",274,41,12,4,7,13,66,0.364130434,0.440217391,"Edmundo Sosa",17022,624641
"Nick Ahmed","- - -",228,39,6,1,2,11,51,0.388535031,0.439490445,"Nick Ahmed",12147,605113
"Edouard Julien","MIN",301,36,9,0,8,33,102,0.323170731,0.43902439,"Edouard Julien",27534,666397
"Estevan Florial","CLE",111,6,6,2,3,11,41,0.368421052,0.438596491,"Estevan Florial",19151,664314
"Ryan Noda","OAK",111,8,4,0,1,14,37,0.368421052,0.438596491,"Ryan Noda",23312,676116
"Manny Machado","SDP",643,104,30,0,29,45,124,0.381355932,0.438559322,"Manny Machado",11493,592518
"Lawrence Butler","OAK",451,60,24,2,22,35,108,0.376623376,0.438311688,"Lawrence Butler",22542,671732
"Anthony Rizzo","NYY",375,57,12,0,8,27,65,0.346715328,0.437956204,"Anthony Rizzo",3473,519203
"Chas McCormick","HOU",267,39,6,1,5,17,72,0.372781065,0.437869822,"Chas McCormick",19599,676801
"Alex Call","WSN",113,22,9,0,3,12,19,0.35,0.4375,"Alex Call",19296,669743
"Juan Soto","NYY",713,90,31,4,41,129,119,0.359649122,0.436403508,"Juan Soto",20123,665742
"Brett Harris","OAK",123,9,3,0,3,17,25,0.461538461,0.435897435,"Brett Harris",29788,695391
"Riley Greene","DET",584,77,27,6,24,64,156,0.346368715,0.435754189,"Riley Greene",25976,682985
"Carlos Correa","MIN",367,63,20,2,14,40,61,0.362595419,0.435114503,"Carlos Correa",14162,621043
"Josh Jung","TEX",188,34,5,1,7,8,48,0.351145038,0.435114503,"Josh Jung",26299,673962
"Jake Cronenworth","SDP",656,90,29,3,17,61,118,0.369565217,0.434782608,"Jake Cronenworth",18036,630105
"Connor Wong","BOS",487,87,24,1,13,28,114,0.358662613,0.434650455,"Connor Wong",19896,657136
"Colton Cowser","BAL",561,70,24,3,24,52,172,0.392097264,0.434650455,"Colton Cowser",29591,681297
"Jorge Mateo","BAL",208,23,14,2,5,10,48,0.386206896,0.434482758,"Jorge Mateo",17273,622761
"Miguel Amaya","CHC",363,53,13,2,8,23,62,0.36329588,0.434456928,"Miguel Amaya",21693,665804
"Victor Scott II","STL",155,15,9,0,2,6,42,0.404040404,0.434343434,"Victor Scott II",31349,687363
"Robbie Grossman","- - -",245,33,8,0,3,34,58,0.328947368,0.434210526,"Robbie Grossman",5254,543257
"Iván Herrera","STL",259,51,12,1,5,25,53,0.297752808,0.432584269,"Ivan Herrera",20599,671056
"Nick Fortes","MIA",335,50,16,0,4,11,41,0.402255639,0.432330827,"Nick Fortes",21538,663743
"Angel Martínez","CLE",169,25,7,0,3,15,33,0.406779661,0.432203389,"Angel Martinez",26540,682657
"Willie Calhoun","LAA",254,35,16,0,5,23,31,0.371859296,0.432160804,"Willie Calhoun",17838,641432
"Miles Mastrobuoni","CHC",106,16,3,0,0,7,17,0.358024691,0.432098765,"Miles Mastrobuoni",20017,670156
"Pedro Pagés","STL",218,36,3,2,7,13,58,0.376712328,0.431506849,"Pedro Pages",25782,686780
"Pavin Smith","ARI",158,17,11,0,9,18,31,0.376146788,0.43119266,"Pavin Smith",19892,656976
"Bryson Stott","PHI",571,92,19,2,11,53,93,0.369047619,0.43095238,"Bryson Stott",26294,681082
"Oswaldo Cabrera","NYY",326,55,11,0,8,21,63,0.367088607,0.430379746,"Oswaldo Cabrera",21707,665828
"Heliot Ramos","SFG",518,80,23,3,22,37,135,0.369186046,0.430232558,"Heliot Ramos",22515,671218
"Reese McGuire","BOS",158,23,3,0,3,13,39,0.39,0.43,"Reese McGuire",15674,624512
"Paul Goldschmidt","STL",654,91,33,1,22,47,173,0.357476635,0.429906542,"Paul Goldschmidt",9218,502671
"Jake Meyers","HOU",513,65,20,3,13,35,117,0.388888888,0.429824561,"Jake Meyers",20308,676694
"Tyler Nevin","OAK",278,33,10,0,7,25,64,0.375,0.429347826,"Tyler Nevin",17893,663527
"Connor Joe","PIT",416,51,22,1,9,44,91,0.421818181,0.429090909,"Connor Joe",16572,656582
"Anthony Rendon","LAA",238,35,10,0,0,23,35,0.405714285,0.428571428,"Anthony Rendon",12861,543685
"Luis Torrens","NYM",130,16,8,0,3,9,28,0.307692307,0.428571428,"Luis Torrens",15905,620443
"Daniel Schneemann","CLE",221,25,10,2,5,25,70,0.349206349,0.428571428,"Daniel Schneemann",25180,682177
"Harrison Bader","NYM",437,64,19,0,12,21,95,0.361022364,0.428115015,"Harrison Bader",18030,664056
"Spencer Horwitz","TOR",381,56,19,0,12,42,70,0.362595419,0.427480916,"Spencer Horwitz",26477,687462
"Masataka Yoshida","BOS",421,75,21,0,10,27,52,0.356707317,0.426829268,"Masataka Yoshida",31837,807799
"Mauricio Dubón","HOU",428,79,25,0,4,16,55,0.364942528,0.425287356,"Mauricio Dubon",16530,643289
"Zack Gelof","OAK",547,66,20,2,17,38,188,0.379421221,0.424437299,"Zack Gelof",29766,680869
"Jonah Heim","TEX",491,75,12,1,13,26,90,0.4,0.424324324,"Jonah Heim",16930,641680
"Austin Martin","MIN",257,39,18,1,1,20,47,0.309782608,0.423913043,"Austin Martin",27462,668885
"Mitch Haniger","SEA",423,55,12,0,12,40,126,0.364705882,0.423529411,"Mitch Haniger",14274,571745
"Bryan Ramos","CHW",108,13,4,0,3,7,22,0.41025641,0.423076923,"Bryan Ramos",25621,682868
"Addison Barger","TOR",225,23,11,0,7,14,60,0.362416107,0.422818791,"Addison Barger",24598,680718
"Jurickson Profar","SDP",668,105,29,0,24,76,101,0.379310344,0.422413793,"Jurickson Profar",10815,595777
"Triston Casas","BOS",243,30,8,0,13,30,77,0.385185185,0.422222222,"Triston Casas",22514,671213
"Nick Gonzales","PIT",387,68,19,3,7,18,74,0.349480968,0.422145328,"Nick Gonzales",27490,693304
"Luke Maile","CIN",154,18,4,0,2,13,52,0.325301204,0.421686746,"Luke Maile",13355,571912
"Jonathan India","CIN",637,87,28,2,15,80,125,0.361445783,0.421686746,"Jonathan India",21523,663697
"Pete Alonso","NYM",695,81,31,0,34,70,172,0.4214123,0.4214123,"Pete Alonso",19251,624413
"MJ Melendez","KCR",451,42,23,3,17,35,113,0.411371237,0.421404682,"MJ Melendez",22197,669004
"Matt Vierling","DET",567,84,28,5,16,41,121,0.378446115,0.421052631,"Matt Vierling",21558,663837
"Brandon Nimmo","NYM",663,77,25,3,23,77,158,0.379807692,0.420673076,"Brandon Nimmo",12927,607043
"Ceddanne Rafaela","BOS",571,91,23,5,15,15,151,0.368956743,0.419847328,"Ceddanne Rafaela",24262,678882
"Jose Altuve","HOU",682,134,31,0,20,47,119,0.334677419,0.419354838,"Jose Altuve",5417,514888
"Jordan Westburg","BAL",447,61,26,5,18,22,97,0.3875,0.41875,"Jordan Westburg",27815,676059
"Brendan Donovan","STL",652,112,34,3,14,47,81,0.368836291,0.418145956,"Brendan Donovan",24679,680977
"Michael Conforto","SFG",488,54,27,3,20,42,118,0.405572755,0.417956656,"Michael Conforto",16376,624424
"Alec Burleson","STL",595,106,20,0,21,35,76,0.368421052,0.416842105,"Alec Burleson",27615,676475
"Tomás Nido","- - -",140,17,4,0,4,5,35,0.416666666,0.416666666,"Tomas Nido",13755,621512
"Kyle Schwarber","PHI",692,82,22,0,38,106,197,0.401041666,0.416666666,"Kyle Schwarber",16478,656941
"Will Brennan","CLE",353,64,13,2,8,19,48,0.366548042,0.416370106,"Will Brennan",25660,686823
"Tyler Wade","SDP",156,27,3,0,0,11,29,0.326732673,0.415841584,"Tyler Wade",15730,642180
"Jared Triolo","PIT",446,65,10,1,9,42,118,0.394265232,0.415770609,"Jared Triolo",25807,669707
"Brooks Lee","MIN",185,28,6,1,3,11,27,0.38095238,0.414965986,"Brooks Lee",31595,686797
"Willson Contreras","STL",358,47,17,0,15,45,96,0.370731707,0.414634146,"Willson Contreras",11609,575929
"Jeimer Candelario","CIN",463,51,23,2,20,27,114,0.401898734,0.414556962,"Jeimer Candelario",13621,600869
"Luis Arraez","- - -",672,161,32,3,4,24,29,0.320723684,0.414473684,"Luis Arraez",18568,650333
